LONGITUDE,LATITUDE,Date,AStreet,BStreet,FatalInjuries,MajorInjuries,Involving,Nearest_Intersection,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th
-121.8881485,37.33482156,2013-08-09T20:45:00.000Z,SAN FERNANDO ST,SECOND ST,0,1,1,417' north of SAN FERNANDO ST & SECOND ST,25,8166,47,8750,29,0,25.7
-121.8999759,37.38856428,2013-12-29T04:38:00.000Z,FOX LN,OAKLAND RD,0,1,0,104' north of FOX LN & OAKLAND RD,30,2170,3,4400,33,0,30
-121.9304798,37.31069236,2014-05-21T21:39:00.000Z,DEL MAR AV,FRUITDALE AV,0,1,1,118' west of DEL MAR AV & FRUITDALE AV,35,5200,68,12150,37.5,0,33.5
-121.8186966,37.29298522,2013-12-24T13:17:00.000Z,THORNDALE CT,TUERS RD,0,1,1,396' east of THORNDALE CT & TUERS RD,25,3615,6,1100,29,0,25.5
-121.8523966,37.39728755,2013-12-24T23:41:00.000Z,MAUNA KEA LN,SIERRA RD,0,1,1,MAUNA KEA LN & SIERRA RD,35,2580,6,1100,38,0,32.5
-121.7915371,37.31397077,2015-01-18T05:52:00.000Z,ABORN RD,WHITE RD,1,0,1,ABORN RD & WHITE RD,40,10990,71,25800,43.7,0,39.3
-121.9078684,37.34101003,2014-01-06T20:01:00.000Z,COLEMAN AV,HOBSON ST,0,1,0,95' south of COLEMAN AV & HOBSON ST,35,1900,36,27500,39,0,36
-121.8962342,37.30428273,2014-01-02T18:20:00.000Z,BLEWETT AV,MINNESOTA AV,0,1,1,BLEWETT AV & MINNESOTA AV,25,2600,8,3500,31,1,25
-121.9040138,37.30116977,2014-01-09T17:50:00.000Z,CHERRY AV,MINNESOTA AV,0,1,1,CHERRY AV & MINNESOTA AV,25,6500,5,1000,27.5,0,24
-121.8401606,37.30013353,2014-01-07T18:55:00.000Z,BALFOUR DR,SENTER RD,0,1,1,BALFOUR DR & SENTER RD,40,15150,187,23450,42.8,0,38.5
-121.8901449,37.29345283,2014-06-01T00:01:00.000Z,LINCOLN AV,MALONE RD,0,1,0,LINCOLN AV & MALONE RD,30,3200,9,3900,32.5,0,28.5
-121.9034895,37.23906275,2014-01-09T20:32:00.000Z,CAMDEN AV,CLOVIS AV,0,1,0,78' north of CAMDEN AV & CLOVIS AV,35,5480,16,11550,40,0,36
-121.9975387,37.29241445,2013-08-27T13:45:00.000Z,LAWRENCE EX,PROSPECT RD,0,1,0,LAWRENCE EX & PROSPECT RD,35,5100,35,17650,39,0,36
-121.8375767,37.34365975,2014-11-19T19:10:00.000Z,HOPKINS DR,STORY RD,0,1,1,HOPKINS DR & STORY RD,25,4050,15,4300,29,0,26
-121.8870996,37.33532373,2014-11-24T09:04:00.000Z,SAN FERNANDO ST,THIRD ST,0,1,1,217' south of SAN FERNANDO ST & THIRD ST,25,8166,47,8750,29,0,25.7
-121.6888507,37.16744225,2014-01-10T06:30:00.000Z,LIVE OAK AV,MONTEREY RD,0,1,0,LIVE OAK AV & MONTEREY RD,45,10240,103,39950,47,0,42
-121.8308334,37.2910942,2014-01-28T06:39:00.000Z,CARPENTIER WY,SENTER RD,0,1,0,150' north of CARPENTIER WY & SENTER RD,25,2100,8,2550,29.5,0,26
-121.9747989,37.42597383,2015-01-31T08:14:00.000Z,FIRST ST,LIBERTY ST,1,0,1,50' east of FIRST ST & LIBERTY ST,35,500,8,7400,39.3,0,35
-121.8277084,37.28761069,2014-01-28T22:31:00.000Z,SENTER RD,SYLVANDALE AV,0,1,0,163' east of SENTER RD & SYLVANDALE AV,30,1850,17,9025,34,0,31
-121.9245441,37.3396409,2013-10-05T08:47:00.000Z,HEDDING ST,MORSE ST,0,1,2,HEDDING ST & MORSE ST,30,6100,63,13950,34,0,30.3
-121.8402185,37.31279212,2014-01-28T08:25:00.000Z,LUCRETIA AV,TULLY RD,0,1,1,LUCRETIA AV & TULLY RD,35,8000,75,8050,41,0,37
-121.9276761,37.30132381,2014-06-22T21:04:00.000Z,SOUTHWEST EX,STOKES ST,1,0,1,SOUTHWEST EX & STOKES ST,40,7400,33,10600,43,0,38.3
-121.8220372,37.35930132,2014-06-20T22:23:00.000Z,WHITE RD,WOODHAVEN DR,0,1,0,97' south of WHITE RD & WOODHAVEN DR,30,2400,11,3500,36,0,30
-121.9238064,37.31728816,2014-11-25T08:28:00.000Z,LEIGH AV,PARKMOOR AV,0,1,0,LEIGH AV & PARKMOOR AV,40,2700,27,24400,45,0,41
-121.8891531,37.24387513,2014-10-17T23:38:00.000Z,BLOSSOM HILL RD,WALTRIP LN,1,0,0,BLOSSOM HILL RD & WALTRIP LN,35,5200,17,21000,37.7,0,33.7
-121.8868751,37.32961258,2014-01-17T01:08:00.000Z,MARKET ST,SAN SALVADOR ST,0,1,0,MARKET ST & SAN SALVADOR ST,20,5500,55,8000,25.5,0,23
-121.8970265,37.35641035,2014-01-22T15:35:00.000Z,HEDDING ST,SEVENTH ST,0,1,2,HEDDING ST & SEVENTH ST,25,8093,38,2600,29.3,0,26
-121.8748002,37.2459102,2015-01-23T18:19:00.000Z,ALMADEN EX,VIA MONTE DR,1,0,1,ALMADEN EX & VIA MONTE DR,40,4350,29,21300,44,0,40
-121.9115926,37.32601407,2014-01-12T23:00:00.000Z,PARK AV,RACE ST,0,1,2,PARK AV & RACE ST,25,920,4,2900,28,0,25
-121.8542859,37.28021781,2014-06-05T23:32:00.000Z,HILLSDALE AV,VISTAPARK DR,0,1,0,HILLSDALE AV & VISTAPARK DR,35,2600,3,3650,37,0,33
-121.92792,37.33714982,2013-08-30T21:17:00.000Z,HEDDING ST,PARK AV,0,1,0,HEDDING ST & PARK AV,30,6100,63,13950,34,0,30.3
-121.8760327,37.25698506,2014-01-22T20:32:00.000Z,ALMADEN EX,WEST VALLEY FR,0,1,0,ALMADEN EX & WEST VALLEY FR,35,13450,54,7200,37.3,0,33.3
-121.8234886,37.2823926,2014-01-25T07:13:00.000Z,EL CAJON DR,SENTER RD,0,1,0,105' north of EL CAJON DR & SENTER RD,30,4700,23,3100,32,0,28
-121.8821297,37.40332487,2013-09-11T21:06:00.000Z,CAPITOL AV,CROPLEY AV,0,1,0,CAPITOL AV & CROPLEY AV,35,8700,47,13850,40,0,36
-121.861191,37.3035989,2014-12-13T03:31:00.000Z,CURTNER AV,MONTEREY RD,0,2,0,188' east of CURTNER AV & MONTEREY RD,40,4100,17,9100,39.7,0,36
-121.9687863,37.30833232,2014-02-04T07:55:00.000Z,NOTTINGHAM PL,WILLIAMS RD,0,1,0,NOTTINGHAM PL & WILLIAMS RD,30,2600,3,1600,31,0,27
-121.8627032,37.35674946,2014-10-13T19:59:00.000Z,MCKEE RD,THIRTY FOURTH ST,1,0,1,MCKEE RD & THIRTY FOURTH ST,35,8200,197,17650,36.3,0,32.5
-121.753743,37.27911168,2013-10-06T16:40:00.000Z,MEADOWLANDS LN,SAN FELIPE RD,0,1,0,MEADOWLANDS LN & SAN FELIPE RD,35,5200,4,9250,39,0,35.5
-121.880634,37.32860531,2014-12-14T00:00:00.000Z,FOURTH ST,REED ST,0,1,1,FOURTH ST & REED ST,30,5700,67,11950,30.5,0,26.5
-121.8273548,37.32136911,2015-04-23T21:04:00.000Z,SEACLIFF WY,TULLY RD,1,0,1,SEACLIFF WY & TULLY RD,35,6000,15,6250,39.5,0,35
-121.8273548,37.32136911,2014-09-24T00:30:00.000Z,SEACLIFF WY,TULLY RD,1,0,1,SEACLIFF WY & TULLY RD,35,6000,15,6250,39.5,0,35
-121.8786202,37.33743585,2014-10-26T00:59:00.000Z,SAN ANTONIO ST,TENTH ST,1,0,1,300' north of SAN ANTONIO ST & TENTH ST,35,4000,43,11400,37,0,34
-121.8423288,37.31147424,2014-12-16T17:12:00.000Z,GALVESTON AV,TULLY RD,0,1,1,450' west of GALVESTON AV & TULLY RD,35,8000,75,8050,41,0,37
-121.8223396,37.32478632,2014-12-05T17:25:00.000Z,BRAHMS AV,TULLY RD,1,0,1,BRAHMS AV & TULLY RD,35,4082,80,17100,39.5,0,35.5
-121.8764908,37.33649539,2013-09-18T12:53:00.000Z,ELEVENTH ST,SAN CARLOS ST,0,1,0,ELEVENTH ST & SAN CARLOS ST,30,14650,183,25700,34.3,0,30.5
-121.7675699,37.23482217,2014-02-06T18:57:00.000Z,MONTEREY RD,RODLING WY,0,1,0,MONTEREY RD & RODLING WY,45,14200,170,31100,49.7,0,43.7
-122.0081711,37.31072396,2013-09-24T18:10:00.000Z,BOLLINGER RD,TULIPAN DR,0,1,2,BOLLINGER RD & TULIPAN DR,25,3200,5,1900,30,1,25
-121.9047098,37.36815583,2013-09-27T17:30:00.000Z,OLD BAYSHORE HW,QUEENS LN,0,1,0,OLD BAYSHORE HW & QUEENS LN,40,2900,11,12650,41,0,37
-121.8761488,37.39364914,2014-12-23T17:05:00.000Z,FOUR OAKS RD,HOSTETTER RD,0,1,0,312' east of FOUR OAKS RD & HOSTETTER RD,35,7300,28,14300,39.5,0,35.5
-121.9136346,37.30658313,2013-09-26T19:15:00.000Z,MERIDIAN AV,WESTWOOD DR,0,1,0,80' south of MERIDIAN AV & WESTWOOD DR,30,4070,12,8150,33,0,29
-121.8292558,37.32576439,2014-12-16T07:14:00.000Z,KING RD,WAVERLY AV,0,1,1,KING RD & WAVERLY AV,35,5400,38,11050,39.3,0,34.7
-121.9193846,37.31626779,2014-07-03T20:16:00.000Z,COLLEGE DR,MOORPARK AV,0,1,1,COLLEGE DR & MOORPARK AV,35,2960,56,23700,39.5,0,33.5
-121.7989027,37.25723443,2013-10-10T17:36:00.000Z,BLOSSOM HILL RD,SOUTH VALLEY FR,0,1,0,BLOSSOM HILL RD & SOUTH VALLEY FR,45,14200,170,31100,49.7,0,43.7
-121.8350408,37.29513942,2014-12-24T00:09:00.000Z,SENTER RD,SOUTHSIDE DR,0,1,2,SENTER RD & SOUTHSIDE DR,40,15150,187,23450,42.8,0,38.5
-121.8143109,37.35082276,2015-02-21T13:46:00.000Z,MT VISTA DR,WHITE RD,1,1,1,75' south of MT VISTA DR & WHITE RD,25,3900,11,1480,34,1,25
-121.8703833,37.22929885,2014-07-21T21:37:00.000Z,ALMADEN EX,REDMOND AV,0,1,0,ALMADEN EX & REDMOND AV,35,1600,13,15800,36,0,33
-121.9391322,37.41820406,2014-07-22T10:31:00.000Z,HOLGER WY,ZANKER RD,0,1,0,898' west of HOLGER WY & ZANKER RD,35,3450,6,8550,39.5,0,36
-121.8656394,37.32577366,2014-02-21T20:25:00.000Z,KEYES ST,SENTER RD,0,1,1,174' west of KEYES ST & SENTER RD,35,4100,103,16000,36.5,0,32
-121.9026489,37.39918394,2014-02-25T23:15:00.000Z,ATTEBERRY LN,OAKLAND RD,0,1,0,414' north of ATTEBERRY LN & OAKLAND RD,40,3320,22,45900,44.5,0,41
-121.8627032,37.35674946,2014-12-29T17:50:00.000Z,MCKEE RD,THIRTY FOURTH ST,0,1,1,MCKEE RD & THIRTY FOURTH ST,35,8200,197,17650,36.3,0,32.5
-121.829028,37.34945585,2015-01-04T19:21:00.000Z,GALAHAD AV,STORY RD,0,1,1,GALAHAD AV & STORY RD,35,8350,140,20900,38,0,33.7
-121.8724937,37.29512544,2014-08-01T02:00:00.000Z,CURTNER AV,GUADALUPE FR,0,2,0,CURTNER AV & GUADALUPE FR,30,800,8,2250,31,0,28
-121.8866162,37.30919537,2014-12-29T05:28:00.000Z,ALMA AV,BELMONT WY,0,1,2,165' west of ALMA AV & BELMONT WY,35,2950,29,13200,37.5,0,34.5
-121.8406829,37.35554407,2013-10-13T18:43:00.000Z,CAPITOL EX,JACKSON AV,0,1,0,CAPITOL EX & JACKSON AV,35,8200,196,28850,40.5,0,36.5
-121.8722208,37.37104422,2013-10-16T13:10:00.000Z,COMMODORE DR,KING RD,0,1,2,COMMODORE DR & KING RD,40,6650,32,12400,41.5,0,38
-121.8423457,37.39045273,2014-12-28T08:29:00.000Z,PENITENCIA CREEK RD,PIEDMONT RD,0,1,0,173' north of PENITENCIA CREEK RD & PIEDMONT RD,30,2500,1,7900,34.5,0,30
-121.8897951,37.39177241,2014-08-04T00:41:00.000Z,LUNDY AV,MCKAY DR,0,1,1,LUNDY AV & MCKAY DR,40,5570,116,42900,42.5,0,39
-121.8605739,37.38656307,2015-04-29T11:53:00.000Z,BERRYESSA RD,CAPITOL AV,0,1,0,171' east of BERRYESSA RD & CAPITOL AV,35,5800,27,13150,39.7,0,35.3
-121.8215241,37.33995709,2015-02-28T19:10:00.000Z,LEEWARD DR,OCALA AV,1,1,0,LEEWARD DR & OCALA AV,35,3600,26,20000,38,0,34.5
-121.8182623,37.23020317,2015-01-23T08:11:00.000Z,CURIE DR,LEAN AV,0,1,1,50' east of CURIE DR & LEAN AV,25,2560,5,2200,29.5,0,27
-121.8709064,37.35123659,2015-01-23T16:16:00.000Z,JULIAN ST,PERUKA PL,0,1,1,JULIAN ST & PERUKA PL,25,1300,199,7600,31,0,25
-121.8771635,37.34254688,2015-03-20T16:46:00.000Z,FOURTEENTH ST,SANTA CLARA ST,0,1,1,FOURTEENTH ST & SANTA CLARA ST,30,7300,79,12500,34,0,30.5
-121.7934214,37.29715091,2014-12-16T23:59:00.000Z,CHISIN ST,YERBA BUENA RD,1,0,0,590' east of CHISIN ST & YERBA BUENA RD,35,3600,46,22900,39,0,34
-121.8079642,37.31619611,2015-02-02T15:46:00.000Z,CAPITOL EX,NIEMAN BL,0,2,0,CAPITOL EX & NIEMAN BL,35,3800,57,8600,39,0,35.7
-121.8290107,37.27245836,2014-08-16T15:15:00.000Z,MONTEREY RD,SKYWAY DR,0,1,0,814' north of MONTEREY RD & SKYWAY DR,35,1925,9,8700,39,0,34
-121.8200668,37.34074263,2014-08-17T21:28:00.000Z,CAPITOL EX,OCALA AV,0,3,0,CAPITOL EX & OCALA AV,35,5400,38,11050,39.3,0,34.7
-121.9345733,37.33196972,2015-01-16T20:04:00.000Z,BASCOM AV,HEDDING ST,0,1,0,150' east of BASCOM AV & HEDDING ST,35,4600,23,7000,38.5,0,35
-121.8991624,37.35539566,2014-08-20T08:15:00.000Z,FIFTH ST,HEDDING ST,0,1,0,FIFTH ST & HEDDING ST,25,800,12,5100,34,1,25
-121.9129416,37.39810799,2015-01-08T21:57:00.000Z,MONTAGUE EX,OTOOLE AV,0,1,2,MONTAGUE EX & OTOOLE AV,45,10360,58,29400,47.5,0,43
-121.8822238,37.3189301,2015-01-08T12:20:00.000Z,ALMADEN AV,WILLOW ST,0,1,0,ALMADEN AV & WILLOW ST,30,5000,50,7900,33.3,0,30
-121.9046742,37.26794904,2015-02-28T03:13:00.000Z,HILLSDALE AV,MERIDIAN AV,1,2,0,HILLSDALE AV & MERIDIAN AV,35,4950,36,15700,39,0,35.5
-121.888523,37.34112113,2015-05-08T08:30:00.000Z,FIFTH ST,ST JAMES ST,0,1,1,FIFTH ST & ST JAMES ST,25,800,12,5100,34,1,25
-121.8289196,37.32030695,2015-03-02T17:46:00.000Z,ALVIN AV,TULLY RD,0,1,2,ALVIN AV & TULLY RD,30,1550,26,6850,31,0,27
-121.803269,37.31406757,2015-01-28T08:08:00.000Z,EVERDALE DR,NIEMAN BL,0,1,1,EVERDALE DR & NIEMAN BL,35,3800,57,8600,39,0,35.7
-121.8662421,37.25457948,2015-05-10T00:36:00.000Z,THORNWOOD DR,WINFIELD BL,0,1,0,THORNWOOD DR & WINFIELD BL,35,2300,11,13300,39,0,36
-121.9705746,37.3082906,2015-01-28T18:51:00.000Z,OAKMONT PL,WILLIAMS RD,0,1,1,125' east of OAKMONT PL & WILLIAMS RD,30,2600,3,1600,31,0,27
-121.8308509,37.25129318,2014-03-05T20:57:00.000Z,BLOSSOM HILL RD,SNELL AV,0,1,0,BLOSSOM HILL RD & SNELL AV,40,10800,188,37000,47,0,42.5
-121.873486,37.2292911,2015-05-19T19:19:00.000Z,MOSS OAK WY,REDMOND AV,0,2,0,MOSS OAK WY & REDMOND AV,35,12400,17,4100,39,0,35
-121.8430265,37.37008225,2015-04-17T15:08:00.000Z,CAPITOL AV,MCKEE RD,0,2,0,CAPITOL AV & MCKEE RD,35,18700,76,21150,40,0,36
-121.8905789,37.33617248,2015-05-29T21:06:00.000Z,FIRST ST,SANTA CLARA ST,0,1,1,FIRST ST & SANTA CLARA ST,20,3250,33,4300,21.5,0,19.5
-121.858604,37.318298,2014-03-18T01:23:00.000Z,PHELAN AV,SENTER RD,0,1,0,PHELAN AV & SENTER RD,25,4830,19,7950,29.5,0,26.5
-121.9062178,37.32622722,2014-08-30T17:18:00.000Z,PARK AV,SUNOL ST,0,1,0,PARK AV & SUNOL ST,25,920,4,2900,28,0,25
-121.9130077,37.34425712,2014-08-26T13:40:00.000Z,COLEMAN AV,EMORY ST,0,1,0,COLEMAN AV & EMORY ST,35,1900,36,27500,39,0,36
-121.8364016,37.23682918,2015-02-01T04:58:00.000Z,GERONIMO DR,SANTA TERESA BL,0,1,0,160' east of GERONIMO DR & SANTA TERESA BL,35,4950,22,10200,40,0,36.5
-121.977335,37.31141364,2015-07-07T05:52:00.000Z,MANZANITA DR,SARATOGA AV,1,0,0,67' south of MANZANITA DR & SARATOGA AV,30,3100,8,2600,32,0,29
-121.8954227,37.23155338,2015-06-03T12:44:00.000Z,ALMADEN VALLEY DR,COLEMAN RD,0,1,0,555' east of ALMADEN VALLEY DR & COLEMAN RD,35,12400,17,4100,39,0,35
-121.9038095,37.24014065,2014-03-15T17:15:00.000Z,CAMDEN AV,KOOSER RD,0,1,0,CAMDEN AV & KOOSER RD,35,5480,16,11550,40,0,36
-121.8636834,37.27465092,2015-02-10T02:15:00.000Z,CAPITOL EX,GUADALUPE FR,0,1,0,CAPITOL EX & GUADALUPE FR,35,2300,28,12100,39,0,35
-121.8588836,37.25283731,2014-08-28T02:12:00.000Z,SANTA TERESA BL,THORNWOOD DR,0,1,0,SANTA TERESA BL & THORNWOOD DR,35,2300,11,13300,39,0,36
-121.8623495,37.34957123,2014-03-16T00:54:00.000Z,BAYSHORE FR,SANTA CLARA ST,0,1,0,60' south of BAYSHORE FR & SANTA CLARA ST,25,7300,21,2600,29.7,0,27
-121.7793878,37.27664891,2015-06-10T15:52:00.000Z,HAWKSTONE WY,SILVER CREEK VALLEY RD,0,1,0,2590' south of HAWKSTONE WY & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34
-121.992282,37.30972575,2014-08-28T20:08:00.000Z,CASTLEWOOD DR,MOORPARK AV,0,1,2,CASTLEWOOD DR & MOORPARK AV,35,12800,45,7300,39.3,0,35.7
-121.8306122,37.34838405,2015-06-17T23:00:00.000Z,LEEWARD DR,STORY RD,0,1,0,170' west of LEEWARD DR & STORY RD,35,8350,140,20900,38,0,33.7
-121.7810852,37.32208738,2015-07-10T10:46:00.000Z,PINEGATE WY,RUBY AV,1,1,0,275' north of PINEGATE WY & RUBY AV,35,9000,37,7050,41.3,0,36
-121.9052229,37.36153995,2015-02-12T20:48:00.000Z,FOURTH ST,ROSEMARY ST,0,1,1,1320' north of FOURTH ST & ROSEMARY ST,25,1865,1,1600,25,0,22
-121.8699826,37.3034615,2015-02-10T18:05:00.000Z,CIMINO AV,LITTLE ORCHARD ST,0,1,1,235' north of CIMINO AV & LITTLE ORCHARD ST,40,4100,17,9100,39.7,0,36
-121.8006307,37.33555169,2015-02-13T12:03:00.000Z,TULLY RD,WHITE RD,0,1,0,TULLY RD & WHITE RD,40,4100,47,27400,44,0,40
-121.8563927,37.41592681,2014-09-03T21:23:00.000Z,CROPLEY AV,PIEDMONT RD,0,2,0,CROPLEY AV & PIEDMONT RD,35,8700,47,13850,40,0,36
-121.8784838,37.31063592,2014-03-30T01:28:00.000Z,ALMADEN EX,SHADOW RUN DR,0,1,0,205' north of ALMADEN EX & SHADOW RUN DR,40,2100,33,20200,42,0,38
-121.8501331,37.36526377,2015-02-13T20:20:00.000Z,JACKSON AV,MCKEE RD,0,1,1,356' west of JACKSON AV & MCKEE RD,35,7530,49,15150,38.5,0,35
-121.8465874,37.2658688,2015-06-19T04:05:00.000Z,BRANHAM LN,VISTAPARK DR,0,2,0,BRANHAM LN & VISTAPARK DR,35,3350,24,8250,40,0,35
-121.9218489,37.30669061,2015-06-17T20:37:00.000Z,LEIGH AV,SOUTHWEST EX,0,2,0,LEIGH AV & SOUTHWEST EX,40,2700,27,24400,45,0,41
-121.8200604,37.2844095,2015-08-02T22:09:00.000Z,HELLYER AV,RIDGEBROOK WY,1,0,1,60' west of HELLYER AV & RIDGEBROOK WY,35,3100,20,6100,37,0,34
-121.7619878,37.21972279,2015-08-08T00:11:00.000Z,BAYLISS DR,SANTA TERESA BL,1,0,1,BAYLISS DR & SANTA TERESA BL,50,13100,14,4450,54.3,0,49.3
-121.9383862,37.32333298,2014-04-05T22:35:00.000Z,NIMITZ FR,STEVENS CREEK BL,0,1,1,NIMITZ FR & STEVENS CREEK BL,30,2075,8,6100,34.5,0,31
-121.8348498,37.34550534,2015-05-21T16:39:00.000Z,KARL ST,STORY RD,0,1,1,170' west of KARL ST & STORY RD,35,8200,196,28850,40.5,0,36.5
-121.8354183,37.27002542,2015-01-09T14:06:00.000Z,ADRAGNA CT,SNELL AV,0,1,2,ADRAGNA CT & SNELL AV,35,1925,9,8700,39,0,34
-121.8343821,37.34883176,2015-06-21T06:18:00.000Z,CINDERELLA LN,JACKSON AV,0,1,0,CINDERELLA LN & JACKSON AV,35,8350,140,20900,38,0,33.7
-121.8538298,37.39079893,2014-09-14T04:28:00.000Z,BERRYESSA RD,SUMMERWINGS CT,0,1,0,60' east of BERRYESSA RD & SUMMERWINGS CT,35,11050,54,12650,38.7,0,35.7
-121.8256746,37.23747435,2014-04-01T13:52:00.000Z,PINELAND AV,SANTA TERESA BL,0,2,1,PINELAND AV & SANTA TERESA BL,40,5320,37,14250,42.5,0,38.5
-121.9112409,37.36971462,2015-06-18T23:17:00.000Z,FOURTH ST,OLD BAYSHORE HW,0,1,0,FOURTH ST & OLD BAYSHORE HW,40,4450,12,6150,42,0,36
-121.8975812,37.26987986,2014-04-06T01:44:00.000Z,CORTE DEL ARBOL ,HILLSDALE AV,0,1,1,194' east of CORTE DEL ARBOL  & HILLSDALE AV,35,4950,36,15700,39,0,35.5
-121.8589123,37.25480531,2014-09-16T16:15:00.000Z,SANTA TERESA BL,WEST VALLEY FR,0,1,2,SANTA TERESA BL & WEST VALLEY FR,40,20000,120,22100,45,0,40.5
-121.861191,37.3035989,2014-09-17T19:59:00.000Z,CURTNER AV,MONTEREY RD,0,1,1,663' east of CURTNER AV & MONTEREY RD,40,4100,17,9100,39.7,0,36
-121.8760327,37.25698506,2014-09-11T13:25:00.000Z,ALMADEN EX,WEST VALLEY FR,0,1,0,ALMADEN EX & WEST VALLEY FR,35,13450,54,7200,37.3,0,33.3
-121.9218489,37.30669061,2014-09-16T21:30:00.000Z,LEIGH AV,SOUTHWEST EX,0,1,1,510' south of LEIGH AV & SOUTHWEST EX,40,2700,27,24400,45,0,41
-121.861191,37.3035989,2014-09-22T00:41:00.000Z,CURTNER AV,MONTEREY RD,0,1,1,192' north of CURTNER AV & MONTEREY RD,40,4100,17,9100,39.7,0,36
-121.8914411,37.36258058,2015-02-28T00:40:00.000Z,BAYSHORE FR,OAKLAND RD,0,1,0,BAYSHORE FR & OAKLAND RD,35,3200,35,24100,36,0,33
-121.7830907,37.29283113,2015-03-01T06:18:00.000Z,HILLSTONE DR,SILVER CREEK VALLEY RD,0,1,0,250' north of HILLSTONE DR & SILVER CREEK VALLEY RD,45,20800,48,15550,50.3,0,45.3
-121.8508144,37.23878711,2014-10-01T20:25:00.000Z,CAHALAN AV,SANTA TERESA BL,0,1,0,CAHALAN AV & SANTA TERESA BL,35,4400,10,5650,38.5,0,34.5
-121.9396088,37.27251215,2015-03-07T18:53:00.000Z,CURTNER AV,JOSEPH AV,1,0,0,128' west of CURTNER AV & JOSEPH AV,35,7500,37,15350,39.7,0,36.7
-121.9501309,37.31609336,2014-04-13T00:54:00.000Z,MOORPARK AV,WINCHESTER BL,0,1,1,96' north of MOORPARK AV & WINCHESTER BL,40,2800,41,24600,41,0,38
-121.9011983,37.32420542,2015-02-25T19:54:00.000Z,ROYAL AV,SAN CARLOS ST,0,1,1,369' west of ROYAL AV & SAN CARLOS ST,35,2180,18,6250,39,0,35
-121.8290107,37.27245836,2014-09-28T21:30:00.000Z,MONTEREY RD,SKYWAY DR,0,1,0,MONTEREY RD & SKYWAY DR,35,1925,9,8700,39,0,34
-121.8308334,37.2910942,2015-06-28T20:47:00.000Z,CARPENTIER WY,SENTER RD,0,1,1,385' west of CARPENTIER WY & SENTER RD,25,2100,8,2550,29.5,0,26
-121.9435458,37.33769986,2015-03-13T18:22:00.000Z,MONROE ST,NEWHALL ST,1,1,0,MONROE ST & NEWHALL ST,35,3800,14,6050,36.5,0,33
-121.8901332,37.35098008,2015-03-20T07:16:00.000Z,JACKSON ST,NINTH ST,1,0,2,JACKSON ST & NINTH ST,25,3940,10,2600,31,0,27
-121.8481638,37.29043682,2015-03-19T21:19:00.000Z,LEWIS RD,MONTEREY HW,1,1,1,LEWIS RD & MONTEREY HW,30,3900,23,6250,32.5,0,29.5
-121.9084857,37.34405637,2015-07-08T12:17:00.000Z,SPRING ST,TAYLOR ST,0,1,0,SPRING ST & TAYLOR ST,35,1900,36,27500,39,0,36
-121.8187179,37.34132494,2014-10-02T17:47:00.000Z,EVERWOOD CT,OCALA AV,0,1,1,EVERWOOD CT & OCALA AV,35,3600,26,20000,38,0,34.5
-121.8820261,37.31498229,2014-10-04T15:00:00.000Z,HUMBOLDT ST,LOCUST ST,0,1,1,HUMBOLDT ST & LOCUST ST,35,8034,36,13500,38.5,0,35.5
-121.77917,37.23646578,2014-04-27T22:33:00.000Z,LAS COLINAS DR,SAN IGNACIO AV,0,1,1,556' north of LAS COLINAS DR & SAN IGNACIO AV,40,1850,6,17600,42,0,36
-121.9165784,37.25809167,2015-07-14T23:43:00.000Z,CAMDEN AV,NELSON WY,0,1,0,CAMDEN AV & NELSON WY,40,2350,20,19700,41.5,0,37.5
-121.84207,37.33883304,2015-08-22T06:14:00.000Z,KING RD,MERCADO DW,1,0,1,80' north of KING RD & MERCADO DW,35,8200,197,17650,36.3,0,32.5
-121.8343821,37.34883176,2015-03-16T13:45:00.000Z,CINDERELLA LN,JACKSON AV,0,1,0,CINDERELLA LN & JACKSON AV,35,8350,140,20900,38,0,33.7
-121.9829211,37.29967699,2015-05-27T18:04:00.000Z,CLARENDON DR,SARATOGA AV,1,0,0,CLARENDON DR & SARATOGA AV,35,9300,20,11050,39,0,35
-121.763239,37.22207853,2015-06-08T06:47:00.000Z,CHELTENHAM WY,SANTA TERESA BL,1,0,0,CHELTENHAM WY & SANTA TERESA BL,45,5300,13,11650,48.3,0,43.7
-121.8259062,37.32237618,2015-03-25T01:29:00.000Z,KING RD,TULLY RD,0,1,0,200' north of KING RD & TULLY RD,35,5400,38,11050,39.3,0,34.7
-121.9849607,37.3085948,2014-10-10T23:51:00.000Z,ROCKDALE DR,WILLIAMS RD,0,1,0,ROCKDALE DR & WILLIAMS RD,35,12800,45,7300,39.3,0,35.7
-121.8568419,37.26599359,2015-03-19T08:10:00.000Z,BRANHAM LN,NARVAEZ AV,0,1,2,BRANHAM LN & NARVAEZ AV,35,3440,8,7900,39,0,37
-121.9800659,37.30285203,2014-04-29T23:58:00.000Z,DOYLE RD,SARATOGA AV,0,1,0,DOYLE RD & SARATOGA AV,35,4800,8,9000,37,0,34
-121.8489486,37.35164087,2014-05-01T19:20:00.000Z,MCCREERY AV,SAN ANTONIO ST,0,1,2,70' south of MCCREERY AV & SAN ANTONIO ST,35,4000,43,11400,37,0,34
