OBJECTID,STREET,ROUTE,START,END_,SPD,DATE,CD,PD,LEN,ACC,VOL,RATE,TYPE,F85th,NEW,LOCAL,MEAN_SPD,BGN_PACE,PRCNT_PACE,Jurisdiction,on_hold,reason_for_on_hold,Comment,F50th,GlobalID,Shape__Length
210,LOS GATOS-ALMADEN RD,,CAMINO DEL CERRO,HARWOOD RD,35,2012-08-20T00:00:00.000Z,9,A,9650,14,6400,1.08,"2, undivided",38.7, ,0,,30,89,CITY,0,,,35,15bdb951-e82a-4825-8a95-e967ae1c6fe0,9678.56054167062
211,LOS PINOS WY (L),,COTTLE RD,CURIE DR,25,1997-03-27T00:00:00.000Z,2,Y,4100,5,2500,2.14,a c / 2,34.5, ,1,29.900000,25,76.5,CITY,0,,,,383687f3-62ec-4b36-b057-9891bbc9ed3c,4083.9995190733
212,LUCRETIA AV,,TULLY RD,STORY RD,35,2012-10-18T00:00:00.000Z,7,L,8000,75,8050,5.62,"2, 4, undivided w/ 2-way LT lane",41, ,0,,32,77,CITY,0,,,37,d019e13d-893f-40ac-a7ec-60bb9722feb4,8097.49383079298
213,LUNDY AV,,BERRYESSA RD,TRADE ZONE BL,40,2011-04-13T00:00:00.000Z,4,R,12600,56,15950,1.34,"4, divided/undivided",43.5, ,0,,34,78,CITY,0,,,39.3,59840333-e5f9-4202-8b35-7e9101841eca,12448.4748087121
214,MABURY RD,,CAPITOL AV,WHITE RD,35,2012-03-05T00:00:00.000Z,4,W,3400,16,10250,2.21,"2, undivided w/ 2-way LT lane",39, ,0,,32,84,CITY,0,,,36,c8ccc963-0c8a-431e-a1ea-7aa0d6ecff34,3413.48912626908
215,MABURY RD,,KING RD,CAPITOL AV,40,2011-07-11T00:00:00.000Z,4,MR,6650,32,12400,1.87,"2,4, divided/undivided",41.5, ,0,,33,75,CITY,0,,,38,95f4694a-29ab-43d4-9ee5-748418557fe8,6683.80813365285
216,MABURY RD,,BAYSHORE FW,KING RD,35,2018-03-12T00:00:00.000Z,4,M,3040,12,18600,1.02,"2, 4, undivided/divided",38, ,0,,31,92,CITY,0,,,35,6fcb83ba-3c95-43da-8cac-d4a86627c49f,2342.33346867457
217,MABURY RD (L),,WHITE RD,GRIDLEY ST,25,1998-06-08T00:00:00.000Z,4,W,1900,9,2200,10.2,c / 2,32, ,1,28.587000,23,84.13,CITY,0,,,,a9c1bf30-25d9-4271-95ba-80d696d3e49a,1917.32121953729
218,MALONE RD,,LINCOLN AV,ALMADEN RD,30,2013-09-23T00:00:00.000Z,6,T,3200,9,3900,3.48,"2, undivided",32.5, ,0,,26,95,CITY,0,,,28.5,e72e48e7-47a5-4bb3-b492-9d7be65c0645,3218.5347433099
219,MARKET ST,,SAN CARLOS ST,JULIAN ST,25,2011-05-10T00:00:00.000Z,3,E,3900,95,24300,4.83,"4, divided/undivided",30, ,0,,22,78,CITY,0,,,25.5,a59f373a-3d1f-4901-b073-8f2ffee81d94,5058.18254835518
220,MARTEN AV,,WHITE RD,MT PLEASANT RD,35,2013-07-08T00:00:00.000Z,8,C,4000,25,9400,3.21,"2, undivided w/ 2-way LT lane",39, ,0,,31,86,CITY,0,,,34,ea2cca57-2099-40cc-ba78-1a41eb37383b,4018.83304077369
221,MARTINVALE LN (L),,HEATON MOOR DR,SANTA TERESA BL,30,1985-01-21T00:00:00.000Z,2,Y,3000,5,1800,6.3,a / 2,38,,1,32.400000,26,68,CITY,0,,,,a42aae40-42dc-4454-9d99-1caada979496,3146.1381283314
222,McABEE RD,,CAMDEN AV,ALMADEN EX,35,2014-10-09T00:00:00.000Z,10,A,5650,10,5150,1.66,"2, undivided w/ 2-way LT lane",38, ,0,,30,89,CITY,0,,,35,d5147d45-1db0-447f-8245-2d28ded7ff5a,5679.33147955198
223,McCOY AV,,QUITO RD,120' E/O NEVILLE AV,30,2016-09-21T00:00:00.000Z,1,N,4240,2,3600,0.63,"2, undivided",31.7, ,0,,25,90,CITY,0,,,28,36a93b61-135a-48f7-a912-7d0c267067ad,4242.15763314812
224,McGINNESS AV,,CORNWALL DR,STORY RD,30,2015-01-23T00:00:00.000Z,5,C,2600,25,6150,7.54,"2, undivided",33.5,,0,,26,90,CITY,0,,,29.5,cd9c3db7-c8f9-4caa-bc3e-dfdb3c104731,2691.11332350232
225,McKAY DR,,LUNDY  AV,RINGWOOD AV,25,1995-09-13T00:00:00.000Z,4,R,1600,6,3875,4.66,c / 2,35, ,0,,,,CITY,0,,,,8bcb90f1-b228-446e-8bd0-20dc5178cbeb,1672.63350448792
226,McKEAN RD,,ALMADEN RD,HARRY RD,35,2017-10-04T00:00:00.000Z,10,A,1800,3,1600,5.02,"2, undivided",38, ,0,,29,82,CITY,0,,,34,db2cca79-0cf6-4735-a59b-101e00c6ed9b,1859.99870136481
227,McKEE RD,,US 101,KING RD,35,2012-03-22T00:00:00.000Z,3,M,2100,103,31700,7.46,"4, divided/undivided",37, ,0,,29,85,CITY,0,,,33,11465c6f-d723-4738-b49e-b4079bcc05a4,1912.65572726527
228,McKEE RD,,KING RD,TOYON AV,40,2012-03-19T00:00:00.000Z,5,W,13100,281,29500,3.51,"4-6, divided/undivided",41.3, ,0,,33,83,CITY,0,,,37.3,0efa6805-629e-4fa5-b218-4561add31c69,13060.8197275286
229,McLAUGHLIN AV,,CAPITOL EX,WILLIAM ST,35,2012-03-08T00:00:00.000Z,7,L,19200,411,22750,4.54,"4, divided/undivided",38.8, ,0,,30,84,CITY,0,,,34.8,a8b68a4c-4078-48c7-8cfc-2164c5dbced7,19225.9021409493
230,McLAUGHLIN AV,,YERBA BUENA RD,CAPITOL EX,40,2018-03-14T00:00:00.000Z,8,L,3750,7,10250,0.88,"4, divided",43, ,0,,35,81,CITY,0,,,39,6f5d5003-e346-4015-a59d-0c99665aeb9c,3742.43476855991
231,MERIDIAN AV,,MINNESOTA AV,SAN CARLOS ST,35,2013-06-20T00:00:00.000Z,6,FS,8400,107,29250,2.1,"4, undivided/divided",38, ,0,,30,85,CITY,0,,,34.5,bff40248-8739-4f28-b9b5-df1c4681643b,8346.89482455411
232,MERIDIAN AV,,CAMDEN AV,BLOSSOM HILL RD,35,2012-02-09T00:00:00.000Z,10,A,8750,30,10800,1.53,"2, 4, undivided",39.3, ,0,,31,92,CITY,0,,,36,3d2624c7-3d4c-4a63-a0d7-84c004e6001c,8747.96083558616
233,MERIDIAN AV,,BRANHAM LN,HILLSDALE AV,35,2012-03-19T00:00:00.000Z,9,T,4950,36,15700,2.23,"4, undivided",39, ,0,,32,92,CITY,0,,,35.5,a3a584a1-4929-4354-aba3-edeb1213ae74,4940.92031044482
234,MERIDIAN AV,,HILLSDALE AV,DRY CREEK RD,35,2018-06-18T00:00:00.000Z,6,T,7300,54,24050,1.48,"4, undivided/divided",39.5, ,0,,32,98,CITY,0,,,37,160580e3-1cbe-4086-8c76-741bf9bd7884,7443.20811299079
235,MERIDIAN AV,,DRY CREEK RD,MINNESOTA AV,35,2018-06-18T00:00:00.000Z,6,T,5200,42,30000,1.3,"4, divided",39.5, ,0,,32,87,CITY,0,,,36,f8f70590-bfaf-4dc5-b17c-1290df08ecb6,5180.84273152124
236,MERIDIAN AV,,BLOSSOM HILL RD,BRANHAM LN,35,2017-08-24T00:00:00.000Z,9,A,5200,17,21000,0.75,"4, undivided/divided",37.7, ,0,,31,89,CITY,0,,,33.7,01634588-ac80-4d9b-8b79-37c6d5b683c7,5210.43691119754
237,MILLER AV,,PROSPECT RD,BOLLINGER RD,35,2014-04-14T00:00:00.000Z,1,N,6150,21,8300,1.98,"2, undivided w/ 2-way LT lane",39, ,0,,31,82,CITY,0,,,35,23eba26e-2424-49ad-99e3-c17c874e45b1,6165.38147980553
238,MINNESOTA AV,,MERIDIAN AV,ALMA AV,30,2018-07-10T00:00:00.000Z,6,S,8200,37,11250,1.93,"2, undivided",34.5, ,0,,27,89,CITY,0,,,31,29942d2c-997d-4603-b3e3-cd978502954e,8306.37875418235
239,MISSION ST (L),,THIRTEENTH ST,BAYSHORE WEST,25,2003-09-10T00:00:00.000Z,3,R,3440,15,1200,17.8,a / 2,29,,1,27,23,88,CITY,0,,,,95491b3a-31c4-42b2-b5be-32b124c3ba57,3062.77231583352
240,MONROE ST,,FOREST AV,NEWHALL ST,35,2017-02-07T00:00:00.000Z,6,F,3800,14,6050,2.94,"2, 4, divided/undivided",36.5, ,0,,28,82,CITY,0,,,33,0e72ad81-8057-468d-83f0-0eeda2426b80,3888.15918290852
241,MONROE ST,,STEVENS CREEK BL,TISCH WY,30,2011-03-09T00:00:00.000Z,6,F,2075,8,6100,3.05,"2, undivided",34.5,,0,,27,91,CITY,0,,,31,e10a754f-94be-4e5e-918a-3774cf2e478b,2105.66722375925
242,MONTEREY RD,,BLOSSOM HILL RD,CAPITOL EX,45,2017-03-08T00:00:00.000Z,2,X,14200,170,31100,1.86,"6, divided",49.7, ,0,,39,71,CITY,0,,,43.7,10b9e4dc-15da-48d8-aa64-34fcc1101d48,13146.8666907441
243,MONTEREY RD,,CAPITOL EX,OLD TULLY RD,45,2017-03-08T00:00:00.000Z,7,L,10240,103,39950,1.21,"6, divided",47, ,0,,37,74,CITY,0,,,42,d0ebd6cb-16a8-4891-b3c8-1318f1427f14,9729.24794246889
244,MONTEREY RD,,TULLY RD,ALMA AV,35,2017-03-08T00:00:00.000Z,7,,5970,130,30800,3.41,"6, divided",39.7,*,0,,31,81,CITY,0,,,34.7,d17f6d1f-2f3d-4fd6-a055-a83de3b2a467,5966.12295438398
245,MOORPARK AV,,BASCOM AV,MENKER AV,35,2012-07-09T00:00:00.000Z,6,S,2960,56,23700,3.85,"3, undivided",39.5, ,0,,29,74,CITY,0,,,33.5,ba657b77-e364-429a-be12-7bb3870de9ec,2969.4930027994
246,MOORPARK AV,,WINCHESTER BL,SR-17,40,2011-04-07T00:00:00.000Z,6,N,2800,41,24600,2.87,"4, undivided",41, ,0,,33,88,CITY,0,,,38,ff60212f-fcfb-48e3-a497-ce09c1373549,3312.38191083525
247,MOORPARK AV,,LAWRENCE EX,SARATOGA AV,35,2016-07-19T00:00:00.000Z,1,N,7900,54,10400,3.17,"2, undivided w/2-way LT lane",38.3, ,0,,32,86,CITY,0,,,34.7,3708d52b-218e-49e5-b2b9-b061539a84d3,7541.41422809866
248,MOORPARK AV,,SARATOGA AV,WINCHESTER BL,40,2018-10-26T00:00:00.000Z,1,N,7500,32,13550,1.52,"4, undivided",44.5, ,0,,37,87,CITY,0,,,41.5,e9ef3561-5d0c-4647-bc25-278db7785df9,7513.01379974758
249,MOORPARK AV,,THORNTON WY,BASCOM AV,35,2001-09-13T00:00:00.000Z,6,N,1900,13,15000,4.11,C / 4,42, ,0,37,34,77,COUNTY,0,,,,8441995a-fe50-4b36-85d1-59dce8964211,2006.51604813366
250,MORRILL AV,,BERRYESSA RD,LANDESS AV,35,2014-01-13T00:00:00.000Z,4,W,11050,54,12650,1.86,"2, 4, undivided w/ 2-way LT lane",38.7, ,0,,31,85,CITY,0,,,35.7,eb95cab6-18eb-46ba-a239-1bb3b5260899,11066.102165433
251,MT McKINLEY DR (L),,WHITE RD,CLAYTON RD,25,1993-02-19T00:00:00.000Z,5,C,3900,11,1480,9.19,a / 2,34,,1,28,22,67,CITY,0,,,,681d27ca-9eb9-4295-82a0-d89ce538df93,3772.00911163578
252,RUBY AV / MT PLEASANT RD,,TULLY RD,MARTEN AV,35,2012-10-18T00:00:00.000Z,8,P,6000,15,6250,1.93,"2, undivided",39.5, ,0,,31,81,CITY,0,,,35,ce7aeb81-7018-4520-82d7-9a20471c50b4,6009.36618369508
253,MURPHY AV,,OAKLAND RD,LUNDY AV,40,2017-09-28T00:00:00.000Z,4,R,3320,22,45900,0.7,"6, divided",44.5, ,0,,36,83,CITY,0,,,41,50e2e955-1d9d-49c0-be78-5d57a4c0132f,3395.04869083002
254,NAGLEE AV,,BASCOM AV,THE ALAMEDA,35,2018-07-31T00:00:00.000Z,6,F,5040,19,11900,1.53,"4, undivided",38, ,0,,29,83,CITY,0,,,34.5,0716f224-b96f-4693-b40b-30df7bb09ec4,5146.11931620201
255,NARVAEZ AV,,BRANHAM LN,CAPITOL EX,35,2014-04-16T00:00:00.000Z,10,X,3440,8,7900,1.42,"2, undivided",39, ,0,,31,93,CITY,0,,,37,6a374c8c-67e0-4adf-b027-df8cdd0b7c10,3505.10968478221
256,NARVAEZ AV,,CAPITOL EX,HILLSDALE AV,35,2018-07-10T00:00:00.000Z,10,F,2300,28,12100,4.85,"2, 4, undivided",39, ,0,,30,75,CITY,0,,,35,fe1052a9-bf56-4a4a-906f-97f7ec74a6e9,2391.44128239493
257,NEWHALL ST,,THE ALAMEDA,CAMPBELL AV,25,2017-01-13T00:00:00.000Z,6,F,1300,5,2050,9.05,"2, undivided",29, ,0,,21,84,CITY,0,,,36,96c85e52-666f-40cb-9748-f300ab3ba637,1284.01943650876
258,NIEMAN BL,,GOLDEN DEW CI (S),CAPITOL EX,35,2011-05-03T00:00:00.000Z,8,P,3800,57,8600,8.41,"2, divided/undivided",39,,0,,30,85,CITY,0,,,35.7,1e8eeeb4-ef4a-4f9e-b382-7b88d2447c01,6124.77517556376
259,NORWOOD AV,,WHITE RD,MURILLO AV,35,2014-12-10T00:00:00.000Z,8,P,7640,15,3000,3.16,"2, undivided",37.5, ,0,,29,83,CITY,0,,,33,158957f9-e835-493c-a4ec-094f52549e28,7720.70385275045
260,OAKLAND RD,,HEDDING ST,US 101,35,2013-07-08T00:00:00.000Z,3,V,1400,28,27450,3.51,"4, divided",37, ,0,,31,88,CITY,0,,,34,0341b745-ef54-4627-8a74-d5b9d30bfb8a,1733.82859106522
261,OAKLAND RD,,FOX LN,MONTAGUE EX,45,2019-02-06T00:00:00.000Z,4,R,5800,23,20550,0.93,"6, divided",47.5, ,0,,39,82,CITY,0,,,43.5,2f7704fd-a34d-4a07-893b-001d5c7f833a,5856.99089664779
262,OAKLAND RD,,US 101,FOX LN,40,2019-02-06T00:00:00.000Z,3,R,9775,85,24550,1.71,"5,6, divided",43, ,0,,35,91,CITY,0,,,39.3,b29a62c3-9a17-4035-8e86-e5028dafc24b,9421.68747348318
263,OCALA AV,,KING RD,CAPITOL EX,35,2017-02-07T00:00:00.000Z,5,C,5400,38,11050,3.07,"2, divided",39.3, ,0,,32,83,CITY,0,,,34.7,8a55e595-a981-4b57-b452-56413e2a059e,5490.63714065958
264,OCALA AV,,CAPITOL EX,WHITE RD,35,2018-10-23T00:00:00.000Z,5,C,3600,26,20000,1.74,"2, 4, divided/undivided",38, ,0,,29,83,CITY,0,,,34.5,64f0b396-bde9-44f1-9819-3f73e5f614f4,3615.92090920913
265,OHLONE DR (L),,CAPITOL AV,MORRILL AV,30,2013-12-05T00:00:00.000Z,4,W,1850,9,3250,7.22,"2, undivided",33, ,1,,25,88,CITY,0,,,29,f5904ad4-93f4-4c7d-aa40-ab013525b841,1846.84511855504
266,OLD ALMADEN RD,,CAPITOL EX,ALMADEN EX,30,2015-11-09T00:00:00.000Z,6,T,2400,1,3200,0.63,"2, undivided",33,,0,,26,87,CITY,0,,,30,88c9907c-dff8-491b-a8d2-bad172888688,5516.41360849865
267,OLD PIEDMONT RD,,PIEDMONT RD,N CITY LIMIT,30,2012-06-21T00:00:00.000Z,4,W,8100,3,750,2.38,"2, undivided",32.5, ,0,,25,91,CITY,0,,,29,2960ce78-37ed-47ee-adfb-770bf289c6b4,8403.63541428481
268,PARK AV,,MERIDIAN AV,ALMADEN BL,30,2005-08-12T00:00:00.000Z,6,EF,6600,87,6600,9.57,"c f g / 1,2",35, ,0,30.800000,25,81,CITY,0,,,,df76f76e-542a-4d82-99cc-731e01dde981,6704.45485572025
269,PARK AV,,MERIDIAN AV,NW CITY LIMITS,30,2016-10-14T00:00:00.000Z,6,F,7475,30,10000,1.94,"2, undivided",33, ,0,,26,88,CITY,0,,,29.5,f5e19360-c172-4de0-b6c3-075004fbe01f,7537.81452940366
270,PARK ESTATES WY (L),,SAN FELIPE RD,SILVER ESTATES,25,1993-05-10T00:00:00.000Z,8,P,3700,1,800,1.72,a / 2,34,,1,27.900000,21,62,CITY,0,,,,4e50c1cd-835d-44fb-bff1-f740ef03a41b,3506.43437746807
271,PARKMOOR AV,,LEIGH AV,MERIDIAN AV,40,2013-05-13T00:00:00.000Z,6,F,2700,27,24400,1.98,"2, 4, undivided",45, ,0,,37,79,CITY,0,,,41,79077074-0cb8-428e-a190-5c35590923b7,2765.38208690532
272,PARKMOOR AV,,MERIDIAN AV,LINCOLN AV,30,2012-01-13T00:00:00.000Z,6,S,2000,12,10250,2.82,"2, 4, undivided",33, ,0,,24,89,CITY,0,,,29,cd33f3ae-29e9-4e02-8f76-8a5f35b24bcb,2007.54711402122
273,PASO LOS CERRITOS (L),,MERIDIAN AV,CAMDEN AV,25,1995-10-02T00:00:00.000Z,10,A,3525,2,780,3.5,a / 2,33,,1,29.200000,24,78,CITY,0,,,,123ef66d-5274-4b07-b33b-5fd243145045,3564.50788758258
274,PAYNE AV,,SARATOGA AV,WINCHESTER BL,35,2014-08-05T00:00:00.000Z,1,N,9300,20,11050,0.94,"2, 3, undivided",39, ,0,,31,88,CITY,0,,,35,2c061837-da10-4afc-885b-baa3056264b1,9258.4856259082
275,PEARL AV,,CHYNOWETH AV,HILLSDALE AV,35,2012-08-20T00:00:00.000Z,9,A,7560,62,11950,3.31,"4, undivided w/ 2-way LT lane",39.3, ,0,,32,88,CITY,0,,,35.7,c7abc5c5-ca03-4a0d-8af8-a867ecccdea5,7552.43266286228
276,PENITENCIA CREEK RD,,WHITE RD,TOYON AV,30,2016-04-12T00:00:00.000Z,5,W,2500,1,7900,0.24,"2, divided/undivided",34.5, ,0,,26,81,CITY,0,,,30,2e568117-9d44-4636-b74d-16e80a31ccf3,2512.31347190094
277,PENITENCIA CREEK RD,,TOYON AV,DOREL DR,25,2016-09-20T00:00:00.000Z,5,W,2000,3,2600,2.78,"2, undivided",31, ,0,,23,85,CITY,0,,,27.5,3d205697-2f8c-45c6-a9fe-01b106fd5ec6,2144.86188779702
278,PENITENCIA CREEK RD,,CAPITOL AV,PIEDMONT RD,35,2015-02-11T00:00:00.000Z,4,W,5050,19,7800,2.28,"2, undivided w/2-way LT",38.5, ,0,,30,90,CITY,0,,,35,65e7ef3e-fc41-4290-8454-f40457cd5886,5156.55475864563
279,PHELPS AV,,PAYNE AV,WILLIAMS RD,30,2017-01-11T00:00:00.000Z,1,N,2640,5,1700,5.37,"2, undivided",31.5, ,0,,23,86,CITY,0,,,28,08667f92-ac21-4dc6-8050-d68c76ba2e19,2708.37876973682
280,PIEDMONT RD,,OLD PIEDMONT RD,LANDESS AV,35,2016-02-15T00:00:00.000Z,4,W,6900,14,8800,1.11,"2, 4, divided",38.8, ,0,,31,92,CITY,0,,,35.8,6d7642b9-80a6-4268-8606-e91522962747,6858.94483800708
281,PIEDMONT RD,,PENITENCIA CREEK RD,OLD PIEDMONT RD,35,2016-02-16T00:00:00.000Z,4,W,5500,42,13600,2.71,"2, 4, divided",38.3, ,0,,29,84,CITY,0,,,34,ab664693-26ed-4b14-9ef2-d579fb844d34,5919.13034580037
282,PINE AV,,LINCOLN AV,GUADALUPE RIVER,25,2016-04-27T00:00:00.000Z,6,ST,3700,9,4980,2.36,"2, undivided",32,,0,,24,90,CITY,0,,,28,6ece7374-3fe4-44ef-94c9-83a67e81d2ed,3648.27462644345
283,PINE AV,,HICKS AV,COTTLE AV,30,2015-10-22T00:00:00.000Z,6,ST,2000,3,10800,0.67,"2, undivided",33,,0,,25,89,CITY,0,,,30,8a815207-22f8-4421-b919-934dcdd958f0,1966.71054337459
284,PLUMMER AV,,FOXWORTHY AV,CURTNER AV,25,2011-07-11T00:00:00.000Z,9,T,4350,8,2200,4.03,"2, undivided",31, ,0,,22,82,CITY,0,,,26.5,61ad0df0-692f-4a92-936f-5b398b973f0d,4433.54959233841
285,PORTO ALEGRE DR (L),,COLEMAN RD,150' S/O FLAXWOOD ST,25,2000-08-03T00:00:00.000Z,10,A,4224,6,1100,6.011,c / 2,31, ,1,26.670000,20,83,CITY,0,,,,456ae3e3-4792-476f-9965-c3ff0d13a22e,2714.94064109755
286,POUGHKEEPSIE RD,,BLOSSOM HILL RD,COTTLE RD,35,2018-10-23T00:00:00.000Z,2,Y,1100,22,14800,6.52,"6, divided",37, ,0,,29,86,CITY,0,,,33,664ea1c0-c6aa-45b9-b3da-5311d17dd204,1365.97701134754
287,PROSPECT RD,,DE ANZA BL,SARATOGA AV,40,2011-03-18T00:00:00.000Z,1,N,11650,32,16250,0.82,"4, undivided/divided",40.5, ,0,,33,88,CITY,0,,,37.5,5f373b33-d562-4741-a35e-e9c0ad6c9309,11742.7913163819
288,QUIMBY RD,,WHITE RD,MURILLO AV,40,2017-01-24T00:00:00.000Z,8,P,9000,27,15200,0.95,"2, 4, divided/undivided",43.5, ,0,,36,79,CITY,0,,,39,2211a167-50ad-4fe4-a41f-7e83756fccc4,8861.86917584244
289,QUIMBY RD,,TULLY RD,CAPITOL EX,35,2018-06-19T00:00:00.000Z,8,P,4082,80,17100,5.53,"4, divided",39.5, ,0,,30,78,CITY,0,,,35.5,dad1acc8-cfe3-45cd-bca9-cf536211ab47,4108.69512235876
290,QUIMBY RD,,CAPITOL EX,WHITE RD,40,2017-01-17T00:00:00.000Z,8,P,3300,42,31850,1.93,"4, divided w/ 2-way LT",43, ,0,,35,87,CITY,0,,,39.5,eb1d8eba-5534-4e69-b725-b0770cf2cc9e,3455.16100335392
291,QUITO RD,,COX AV,SARATOGA  AV,35,2014-07-16T00:00:00.000Z,1,N,3200,26,16720,2.34,"2, divided/undivided",39, ,0,,30,81,CITY,0,,,34,5d65f683-1ad5-4726-931b-26c58bcdfba8,3215.11020648335
292,QUITO RD,,S CITY LIMIT,McCOY AV,35,2016-04-12T00:00:00.000Z,1,N,1500,4,14700,0.87,"2, undivided",38, ,0,,30,88,CITY,0,,,34.5,8c02d1fa-8261-445e-8b31-4c4e39c6aa9b,2925.67553518357
293,SEVENTH ST,,COMMERCIAL ST,HEDDING ST,25,2001-10-25T00:00:00.000Z,3,,,,,,,, ,0,,,,CITY,0,,,,4cd656e0-af40-4615-b41c-c11ddedec6aa,1809.83925709888
294,MARKET ST,,REED ST,SAN CARLOS ST,30,2017-03-02T00:00:00.000Z,3,E,1900,25,16750,3.79,"4, undivided",34, ,0,,25,75,CITY,0,,,30,d7d8d05d-f578-4bc6-9e33-041de86e19ba,1918.37218116164
295,QUME DR,,COMMERCE DR,FORTUNE DR,35,2014-01-22T00:00:00.000Z,4,R,2330,0,1700,0,"2, undivided w/ 2-way LT lane",39, ,0,,30,77,CITY,0,,,34,4b482a40-1a18-49a7-a4b9-0db88e91806e,2332.26576391228
296,RACE ST,,FRUITDALE AV,SAN CARLOS ST,30,2018-02-28T00:00:00.000Z,6,FS,4500,14,7700,1.95,"2, 4, undivided/divided",34, ,0,,25,86,CITY,0,,,30,a102af72-5330-4721-ae06-b94b89d00f46,4541.02508064193
297,RACE ST,,SAN CARLOS ST,THE ALAMEDA,25,2018-02-28T00:00:00.000Z,6,F,2800,16,11400,2.42,"2, undivided",29.7, ,0,,23,89,CITY,0,,,26.7,e17f3c7d-0f88-411e-8f8d-db8a26e3c512,2916.87324926146
298,RAINBOW DR,,DE ANZA BL,JOHNSON AV,35,2013-09-23T00:00:00.000Z,1,N,7900,21,3675,3.49,"2, undivided w/ 2-way LT lane",38, ,0,,30,89,CITY,0,,,34,838081e9-8fff-4b6c-b187-2459b16f74a0,7931.45281785744
299,RAJKOVICH WY,,GLENVIEW DR,ALMADEN EX,30,2017-10-19T00:00:00.000Z,10,A,1800,1,1750,1.53,"2, undivided/divided",34, ,0,,27,87,CITY,0,,,30,28af0c53-7863-469b-9326-0f9ae5755b1b,1972.91371734528
300,REDMOND AV,,COLEMAN RD,CAMDEN AV,35,2012-03-05T00:00:00.000Z,10,A,12400,17,4100,1.61,"2, undivided",39, ,0,,30,82,CITY,0,,,35,aa083360-6d33-4f69-b2a9-965536ed405c,12414.0610348001
301,REED ST,,FIRST ST,THIRTEENTH ST,25,2018-06-18T00:00:00.000Z,3,EK,3880,43,3850,13.88,"2, 3, undivided",29.5, ,0,,22,91,CITY,0,,,25.5,f347e346-34b1-4377-b0e4-c7284e0f7841,4223.63629417726
302,RIDDER PARK DR,,BROKAW RD,FOX LN,30,2014-04-14T00:00:00.000Z,4,R,2170,3,4400,1.52,"2, undivided",33, ,0,,26,90,CITY,0,,,30,92150eb6-3546-4ef4-892b-31a4b0f31d4e,2160.54240771849
303,HELLYER AV,,SILICON VALLEY BL,FONTANOSO WY,45,2016-02-16T00:00:00.000Z,2,X,7000,13,4700,1.91,"4, divided",48.5,,0,,39,79,CITY,0,,,43.5,dd3de42b-3042-425a-b251-734df5fabcbb,1693.33246290737
304,RIO ROBLES DR,,FIRST ST,TASMAN DR,35,2011-07-11T00:00:00.000Z,4,R,2900,7,4550,2.56,"2, undivided w/ 2-way LT",39, ,0,,30,73,CITY,0,,,35,8b591d86-8f80-4d71-81f9-c4d2c322b538,2933.68863794623
305,RIVER OAKS PW,,FIRST ST,MONTAGUE EX,35,2015-11-05T00:00:00.000Z,4,R,7600,8,6500,0.78,"2, divided",38, ,0,,29,77,CITY,0,,,32.7,ec458324-02ac-4a64-9eca-3d3833426ec0,5823.37051986707
306,ROEDER RD,,MONTEREY HW,WAR ADMIRAL AV,30,2012-01-23T00:00:00.000Z,2,X,3040,35,8750,6.34,"2, undivided",32, ,0,,22,79,CITY,0,,,27,77297048-9d62-428b-8a00-f5b9ae427664,2985.43412796186
307,ROSE AV,,CAPITOL AV,WHITE RD,30,1993-05-06T00:00:00.000Z,5,M,2400,11,3500,6.41,a / 1,36,,0,30.900000,25,72,CITY,0,,,,c2200226-6ebb-4c8f-8a3a-0123b1619b0e,2468.60657669231
308,ROSENBAUM AV (L),,CAPITOL EX,SNELL AV,25,1994-10-28T00:00:00.000Z,10,X,2650,8,1180,12.12,b /2,36,,1,30.500000,25,75,CITY,0,,,,ada461d6-e792-40a3-93c4-739a4f9061ff,2588.33710920366
309,ROSS AV,,BRANHAM LN,LEIGH AV,30,2018-06-28T00:00:00.000Z,9,T,7500,36,8500,2.72,"2, undivided",34.7, ,0,,26,89,CITY,0,,,31,ef140cfc-a2cc-4cbb-88c7-fd5c73ca403b,7563.05289473229
310,RUBY AV,,ABORN AN,TULLY RD,35,2012-05-04T00:00:00.000Z,8,P,9000,37,7050,2.81,"2, 4, undivided",41.3, ,0,,32,79,CITY,0,,,36,9548a3f6-5de9-4a51-909a-e85a365ee259,8995.55538347691
311,SAMARITAN DR,,BASCOM AV,SAMARITAN PL,30,2013-08-01T00:00:00.000Z,9,A,2850,4,10250,0.66,"4, undivided w/2-way LT lane",35,,0,,26,35,CITY,0,,,31,9a06863b-1a78-486a-924c-34d6e23ee401,2774.73436982203
312,SAMARITAN DR,,SAMARITAN PL,UNION AV,35,2012-11-20T00:00:00.000Z,9,A,3900,6,8300,0.89,"2, undivided",38, ,0,,30,84,CITY,0,,,34,1b723425-ef08-40ec-b6ae-4ab40e0a4d9f,3910.54648875967
313,SAN ANTONIO ST,,KING RD,JACKSON AV,35,2013-07-17T00:00:00.000Z,5,M,4000,43,11400,4.55,"2, undivided w/2-way LT lanes",37, ,0,,29,89,CITY,0,,,34,98cd238c-b7fd-4e92-8bff-2404d901c245,4053.64582331149
314,SAN ANTONIO ST,,SEVENTEENTH ST,KING RD,25,2017-01-18T00:00:00.000Z,3,KM,6700,56,6500,6.2,"2, undivided",30, ,0,,22,83,CITY,0,,,25.7,9da96410-5da2-48c1-bc55-8f31386f1092,6664.79331850791
