X,Y,AccidentId,AccidentDateTime,AStreetNameAndSuffix,BStreetNameAndSuffix,FatalInjuries,MajorInjuries,ESRI_OID,Fatal_MajorInjuries,Involving,Nearest_Intersection,GlobalID
-121.987319272874089,37.323100669035867,541575,2014-08-31T20:55:00.000Z,ALBANY DR,STEVENS CREEK BL,1,0,240,1,Motorist,ALBANY DR & STEVENS CREEK BL,2d270244-bee0-4866-bae5-43b9d0dae6f1
-121.839525596419094,37.299450590139791,541620,2014-08-18T20:15:00.000Z,OLDHAM WY,SENTER RD,1,0,241,1,Pedestrian,64' south of OLDHAM WY & SENTER RD,ac6b60cb-4072-47e2-af11-6522d6e61c93
-121.81164249667728,37.347893863525684,539638,2013-07-19T21:43:00.000Z,MT MCKINLEY DR,WHITE RD,1,0,242,1,Motorist,MT MCKINLEY DR & WHITE RD,f6bc6dd2-4583-46b8-b364-275edb46c4ee
-121.828803414907171,37.27884554628168,539654,2013-04-18T18:34:00.000Z,MIRA LOMA WY,SANTA ROSA DR,1,0,243,1,Pedestrian,MIRA LOMA WY & SANTA ROSA DR,9ae475fe-1504-4b1c-802f-4e6a56226e52
-121.84302651968504,37.370082251983249,539706,2013-01-17T08:00:00.000Z,CAPITOL AV,MCKEE RD,0,1,244,1,Pedestrian,CAPITOL AV & MCKEE RD,d7598342-f656-4ce4-a011-477d1a55e0a4
-121.834596361681392,37.251174676975808,539655,2013-04-26T23:20:00.000Z,BLOSSOM HILL RD,WEST VALLEY FR,1,0,245,1,Motorist,180' east of BLOSSOM HILL RD & WEST VALLEY FR,1656d233-b036-4c54-913f-b8720490b6f6
-121.908512653412586,37.321023312563554,539648,2013-06-13T09:43:00.000Z,AUZERAIS AV,LINCOLN AV,1,0,246,1,Pedestrian,AUZERAIS AV & LINCOLN AV,b7df5ae7-bd37-4525-bf00-846fececff66
-121.889537566831606,37.243183817767914,539633,2013-01-24T13:30:00.000Z,BLOSSOM HILL RD,MERIDIAN AV,1,0,247,1,Pedestrian,BLOSSOM HILL RD & MERIDIAN AV,ec3061d9-0e0b-49c4-a9b3-f9923f49b4d1
-121.834596361681392,37.251174676975808,539649,2013-02-17T23:20:00.000Z,BLOSSOM HILL RD,WEST VALLEY FR,1,0,248,1,Motorist,BLOSSOM HILL RD & WEST VALLEY FR,ffed4478-ddb6-49d7-8be6-317b9cc6597d
-121.905871735417804,37.321133092136677,539663,2013-06-08T17:39:00.000Z,AUZERAIS AV,SUNOL ST,1,0,249,1,Bicyclist,141' north of AUZERAIS AV & SUNOL ST,15744d94-c0d4-419d-a768-460f1302703a
-121.870107144535439,37.312573909620667,539647,2013-11-25T22:47:00.000Z,MONTEREY RD,SAN JOSE AV,1,0,250,1,Pedestrian,MONTEREY RD & SAN JOSE AV,56f3f55c-0f1f-45b2-8ac1-c1dbe7b235b6
-121.84904530110839,37.270726838660714,539658,2013-05-14T15:24:00.000Z,BLUEFIELD DR,VISTAPARK DR,1,2,251,3,Pedestrian,796' east of BLUEFIELD DR & VISTAPARK DR,33a429a8-337f-4d48-90ff-e3cbf06c5f4b
-121.829315108668041,37.367252978618232,539646,2013-11-24T19:58:00.000Z,HYLAND AV,WHITE RD,1,0,252,1,Pedestrian,HYLAND AV & WHITE RD,c29d552b-c85f-4363-a0e8-d809895f074d
-121.866563125222399,37.250414591183244,539664,2013-10-06T01:50:00.000Z,BLOSSOM HILL RD,WINFIELD BL,1,2,253,3,Motorist,BLOSSOM HILL RD & WINFIELD BL,d4cc975d-dd14-4a33-a15a-594ce36e5ec0
-121.853795843220354,37.353651371647118,539680,2013-01-15T17:38:00.000Z,ALUM ROCK AV,EASTGATE AV,0,1,254,1,Bicyclist,ALUM ROCK AV & EASTGATE AV,7c7d6b7c-d549-4758-8268-bb783b461008
-121.862136671249303,37.39794283714842,539640,2013-09-04T07:46:00.000Z,GOMES DR,MORRILL AV,1,0,255,1,Motorist,GOMES DR & MORRILL AV,d393dd27-f56b-4783-8ebc-d4486c9e96b5
-121.827860431375157,37.251380319148915,539656,2013-05-02T20:40:00.000Z,BLOSSOM HILL RD,KEYMAR DR,1,0,256,1,Pedestrian,105' east of BLOSSOM HILL RD & KEYMAR DR,711bb3e7-6ec1-4e95-a543-b1e23d087012
-121.922334115268043,37.261753736002618,541471,2013-04-28T14:50:00.000Z,CAMDEN AV,LEIGH AV,0,1,257,1,Motorist,CAMDEN AV & LEIGH AV,21da986b-b5b1-4b95-bf7b-e2a22a713f92
-121.870107144535439,37.312573909620667,539793,2013-01-21T18:24:00.000Z,MONTEREY RD,SAN JOSE AV,0,1,258,1,Pedestrian,MONTEREY RD & SAN JOSE AV,828f5eef-b159-4474-90d7-8eceacbc1760
-121.905977703975665,37.314880800591609,539843,2013-01-24T17:54:00.000Z,LINCOLN AV,LONUS ST,0,1,259,1,Pedestrian,185' south of LINCOLN AV & LONUS ST,06f8b049-5859-4ead-8e2f-f0fe677315b5
-121.801166341221091,37.238356350541899,539830,2013-01-23T22:21:00.000Z,CAMINO VERDE DR,INTERNATIONAL CI,0,2,260,2,Motorist,159' west of CAMINO VERDE DR & INTERNATIONAL CI,697d24a2-8137-4195-82dd-f57ebd4ea227
-121.824414831331808,37.320801499565562,541624,2014-08-08T14:47:00.000Z,BURDETTE DR,KING RD,1,0,261,1,Pedestrian,261' west of BURDETTE DR & KING RD,851ea128-595b-4423-a789-9bec70288770
-121.848627058720226,37.34560719945042,539868,2013-01-26T10:40:00.000Z,KING RD,VIRGINIA PL,0,1,262,1,Pedestrian,124' south of KING RD & VIRGINIA PL,8faa6ac4-6b05-41ca-82b6-8028015c4f5e
-121.870383309742735,37.229298853371652,539763,2014-01-18T02:32:00.000Z,ALMADEN EX,REDMOND AV,1,0,263,1,Motorist,ALMADEN EX & REDMOND AV,6c553ae3-5720-4633-8959-2909fa69bb7c
-121.837603353465724,37.373762335305578,544121,2014-10-31T00:33:00.000Z,FRANCIS DR,MCKEE RD,1,0,264,1,Pedestrian,253' west of FRANCIS DR & MCKEE RD,6f6ba4a0-75ba-48fb-9742-515966443d5c
-121.796415102054567,37.323087123232042,540029,2013-02-04T13:40:00.000Z,STURLA DR,WHITE RD,0,1,265,1,Motorist,115' north of STURLA DR & WHITE RD,f736eb79-9de2-4d71-9d0b-0dcea9047911
-121.83514111014513,37.277923497806086,544120,2014-10-30T22:41:00.000Z,MONTEREY RD,SENTER RD,1,0,266,1,Pedestrian,250' north of MONTEREY RD & SENTER RD,ac51631f-a679-4b65-acf8-af92d2c60d54
-121.817255803777101,37.341792614886288,540100,2013-02-07T15:10:00.000Z,CAPITOL AV,OCALA AV,0,1,267,1,Bicyclist,CAPITOL AV & OCALA AV,c7dde8c0-7590-43a8-8bd5-8d8d3a663616
-121.80755470150136,37.251981400624643,542006,2014-09-16T01:16:00.000Z,BLOSSOM HILL RD,POUGHKEEPSIE RD,1,0,268,1,Motorist,BLOSSOM HILL RD & POUGHKEEPSIE RD,2dfc3c6f-a7af-4945-82ce-8360d490e517
-121.913568638879255,37.367002837199315,540169,2013-09-02T03:18:00.000Z,FIRST ST,SKYPORT DR,2,0,269,2,Motorist,FIRST ST & SKYPORT DR,27cc474d-a982-43c0-9971-67960420e087
-121.826768110916021,37.344663206492321,540168,2013-08-17T17:47:00.000Z,BARLOW AV,LEEWARD DR,1,0,270,1,Pedestrian,BARLOW AV & LEEWARD DR,16c267d0-4cc8-4ac4-b8fe-51b969b86584
-121.908096831988914,37.36898444879359,544161,2013-10-15T12:02:00.000Z,BAYSHORE FR,OLD BAYSHORE HW,0,1,271,1,Motorist,125' east of BAYSHORE FR & OLD BAYSHORE HW,a8da1b38-4303-418f-8bec-3c0e48949a91
-121.981114976795538,37.323134374297986,540040,2013-02-04T20:56:00.000Z,PALACE DR,STEVENS CREEK BL,0,1,272,1,Bicyclist,PALACE DR & STEVENS CREEK BL,e1ad308f-9427-4e59-b217-262f71915d93
-121.950130917987238,37.316093358717794,544168,2013-11-11T08:16:00.000Z,MOORPARK AV,WINCHESTER BL,0,1,273,1,Bicyclist,MOORPARK AV & WINCHESTER BL,2bb4b8e3-59e0-418d-9553-5ba69fdfe004
-121.849613441936768,37.265604087124302,540148,2014-02-01T02:11:00.000Z,BRANHAM LN,WELLINGTON PARK DR,1,1,274,2,Motorist,BRANHAM LN & WELLINGTON PARK DR,5789dbf5-1fe3-42ec-be7e-d46bcb292d1e
-121.844617302429512,37.359584249091007,540081,2013-02-06T19:56:00.000Z,JACKSON AV,LUZ AV,0,1,275,1,Pedestrian,JACKSON AV & LUZ AV,f2f8fe53-332a-4a76-90ef-6766bac0b281
-121.798020015136885,37.350012526295913,540247,2013-02-15T22:04:00.000Z,MARTEN AV,MT KENYA DR,0,4,276,4,Motorist,MARTEN AV & MT KENYA DR,af1e22d7-c0e6-46f8-9641-f4069309afd9
-121.839777186499546,37.376941900940253,544356,2013-11-20T17:18:00.000Z,BELL AV,FRANCIS DR,0,1,277,1,Pedestrian,BELL AV & FRANCIS DR,8b141dda-aad4-4ec6-8584-ec6878856b94
-121.893338401555383,37.313441078582116,540180,2013-02-12T16:26:00.000Z,DELMAS AV,SNYDER AV,0,1,278,1,Motorist,DELMAS AV & SNYDER AV,560d7e1a-cd9e-4b70-9caf-d6f53c2e00ce
-121.863908073551556,37.353519208912566,540211,2013-02-13T04:29:00.000Z,ST JAMES ST,THIRTY FIRST ST,0,1,279,1,Motorist,258' east of ST JAMES ST & THIRTY FIRST ST,c53f95f6-25b2-4e1d-b0f4-527aa9f1d630
-122.009542028457858,37.298138945626221,542061,2013-05-15T07:28:00.000Z,ROYAL ANN DR,TARTARIAN WY,0,1,280,1,Motorist,ROYAL ANN DR & TARTARIAN WY,152c08c1-65a1-4343-887b-1774ced82a5a
-121.915469788521463,37.369477548711188,542077,2013-05-16T16:58:00.000Z,FIRST ST,METRO DR,0,1,281,1,Motorist,FIRST ST & METRO DR,027cce0c-da57-4262-a84f-d1e9a950aa27
-121.840160617724933,37.300133532203006,541619,2014-08-17T21:51:00.000Z,BALFOUR DR,SENTER RD,1,0,282,1,Bicyclist,BALFOUR DR & SENTER RD,ad73f9ed-c9a4-446c-8f77-3effbfe2cbc5
-121.840796406321218,37.275766190628985,539895,2013-01-28T07:09:00.000Z,BARONI AV,SNELL AV,0,1,283,1,Motorist,BARONI AV & SNELL AV,9163dc43-0836-431a-b388-8ed185e9964e
-121.894973150607015,37.270801222415535,539930,2013-01-30T00:31:00.000Z,HILLSDALE AV,JARVIS AV,0,1,284,1,Motorist,150' east of HILLSDALE AV & JARVIS AV,dd7e39bc-f0ea-453a-87aa-78a6e72b0fdb
-121.83110048084059,37.26598450304116,539968,2014-02-09T03:35:00.000Z,BRANHAM LN,SNELL AV,1,0,285,1,Motorist,BRANHAM LN & SNELL AV,87e0cb68-9cf9-4ed3-b0c1-e27d4ea96cd4
-121.859000732036208,37.256632565330818,541790,2013-06-04T18:05:00.000Z,SANTA TERESA BL,WEST VALLEY FR,0,1,286,1,Motorist,SANTA TERESA BL & WEST VALLEY FR,470a61ab-1b36-4866-a50a-f8612c3012d6
-121.772811800676379,37.225076496056239,542037,2013-06-23T16:24:00.000Z,CHANTILLEY LN,SANTA TERESA BL,0,1,287,1,Motorist,300' north of CHANTILLEY LN & SANTA TERESA BL,48f31c8e-1126-4495-ade0-6a54add83a85
-121.838163976052627,37.348273083292604,540257,2013-02-16T15:50:00.000Z,DIANA AV,LYONS DR,0,1,288,1,Motorist,DIANA AV & LYONS DR,8acf4711-02b6-4a14-9658-2d1f76a56ff2
-121.831411692954092,37.278117037006361,542170,2013-05-17T07:41:00.000Z,EZIE ST,SENTER RD,0,1,289,1,Motorist,307' east of EZIE ST & SENTER RD,ded1fdf8-103c-4b8c-9212-3d0612c03a8a
-121.917420634471682,37.310709537834597,544412,2013-11-22T23:33:00.000Z,FRUITDALE AV,SOUTHWEST EX,0,1,290,1,Motorist,892' north of FRUITDALE AV & SOUTHWEST EX,6688baeb-c251-4f6e-9b66-ec7009c263b6
-121.794384236708311,37.336773647385655,540149,2014-01-11T18:22:00.000Z,TULLY RD,VISTA VERDE DR,1,0,291,1,Pedestrian,TULLY RD & VISTA VERDE DR,6b27d79c-dd0f-423c-8cb2-6ee7ca429fa4
-121.874136630777187,37.4072443809169,542156,2013-06-28T23:05:00.000Z,CAMARGO DR,CROPLEY AV,0,1,292,1,Bicyclist,348' west of CAMARGO DR & CROPLEY AV,d6100594-89d5-4cdc-a54f-b0bfb7889027
-121.774398140829916,37.238831494187906,540199,2013-02-14T13:39:00.000Z,BERNAL RD,MONTEREY RD,0,1,293,1,Motorist,BERNAL RD & MONTEREY RD,92d54eb9-64bb-46a9-b467-029af5e408a3
-121.975364202887178,37.323169540317565,542315,2013-07-04T02:37:00.000Z,KIELY BL,STEVENS CREEK BL,0,1,294,1,Motorist,KIELY BL & STEVENS CREEK BL,9b36f44b-100f-480d-9237-a884c675f86f
-121.730100860578091,37.207624212217915,540342,2014-03-16T16:52:00.000Z,BAILEY RD,MONTEREY RD,1,0,295,1,Motorist,BAILEY RD & MONTEREY RD,c6379b46-04e6-4345-8328-f06dfd546b00
-121.8667779825971,37.252998608336576,542244,2013-05-18T21:14:00.000Z,BLOSSOM RIVER WY,WINFIELD BL,0,1,296,1,Pedestrian,98' south of BLOSSOM RIVER WY & WINFIELD BL,11881a4b-f972-4afb-8d6e-d3261d807392
-121.997538654006391,37.292414453088618,540379,2013-02-24T19:27:00.000Z,LAWRENCE EX,PROSPECT RD,0,1,297,1,Pedestrian,LAWRENCE EX & PROSPECT RD,692f7f99-7bcc-4d66-9914-1f2761908a17
-121.950067492491641,37.309046833032141,540451,2013-03-01T18:56:00.000Z,WILLIAMS RD,WINCHESTER BL,0,1,298,1,Bicyclist,WILLIAMS RD & WINCHESTER BL,f2e8fc81-8066-488b-b57e-1b3627ea07a1
-121.862703160467021,37.356749459194582,540509,2013-03-04T20:31:00.000Z,MCKEE RD,THIRTY FOURTH ST,0,2,299,2,Pedestrian,MCKEE RD & THIRTY FOURTH ST,6578b151-96da-4f85-8387-5c8079ab3b00
-121.827146588368379,37.366357111356372,542278,2013-07-01T20:30:00.000Z,ALUM ROCK AV,STEWART AV,0,1,300,1,Motorist,60' west of ALUM ROCK AV & STEWART AV,ebe1470b-38eb-4f5f-98e8-7766f89b0044
-121.805855497501852,37.261566157515198,540530,2013-03-04T12:23:00.000Z,AZUCAR AV,DISCOVERY AV,0,1,301,1,Bicyclist,AZUCAR AV & DISCOVERY AV,c9c91d59-f7ee-4f0a-8ad6-bb1a5654c533
-121.908512653412586,37.321023312563554,540612,2013-03-09T02:00:00.000Z,AUZERAIS AV,LINCOLN AV,0,1,302,1,Bicyclist,AUZERAIS AV & LINCOLN AV,a6a6cac9-666b-4145-b91d-d55b5a32bf0a
-121.781326734515446,37.25818719743372,544580,2013-10-25T07:05:00.000Z,HELLYER AV,PIERCY RD,0,1,303,1,Motorist,330' south of HELLYER AV & PIERCY RD,48ba8262-d289-4bd4-aeda-536557704a2e
-121.830557173071753,37.232746134481552,540677,2013-03-13T14:30:00.000Z,SNELL AV,SUISSE DR,0,1,304,1,Bicyclist,SNELL AV & SUISSE DR,db76b960-35fa-41d8-acd4-6a73ab074fa4
-121.826361077326851,37.381076508963737,540647,2014-04-26T15:25:00.000Z,MCKEE RD,TOYON AV,1,0,305,1,Motorist,446' north of MCKEE RD & TOYON AV,09821e2e-f36b-43ed-b146-0ba8189ebf13
-121.811180086053454,37.277283361494668,544692,2013-12-06T20:41:00.000Z,ADAGIO WY,COYOTE RD,0,3,306,3,Motorist,ADAGIO WY & COYOTE RD,8249f566-3c71-4f44-bbf9-2fe5d136113d
-121.846587446506135,37.265868804286903,540448,2013-03-01T18:36:00.000Z,BRANHAM LN,VISTAPARK DR,0,1,307,1,Pedestrian,BRANHAM LN & VISTAPARK DR,aec45287-6549-4c9f-976d-f2be82945f16
-121.936026931409089,37.327085634580712,540389,2013-02-25T18:58:00.000Z,BELLEROSE DR,FOREST AV,0,1,308,1,Bicyclist,300' east of BELLEROSE DR & FOREST AV,d1493d7c-8acd-437b-a6f5-234b6f351d8b
-121.923764752970158,37.316389832238301,544539,2013-12-01T17:20:00.000Z,LEIGH AV,MOORPARK AV,0,1,309,1,Pedestrian,LEIGH AV & MOORPARK AV,f739fa4c-9258-4972-a8df-3a39634d6921
-121.869084434738895,37.298383559341097,544531,2013-12-01T02:01:00.000Z,CURTNER AV,STONE AV,0,1,310,1,Motorist,CURTNER AV & STONE AV,617058f5-c899-4696-9f11-eb90ba6ebf44
-121.903483584163652,37.225812809798192,540678,2013-03-13T15:42:00.000Z,CAMDEN AV,COLEMAN RD,0,1,311,1,Motorist,CAMDEN AV & COLEMAN RD,9b6bd766-d40b-4fdb-a274-98921bdad54d
-121.834151425285071,37.283930953141081,540587,2014-04-09T01:55:00.000Z,CAPITOL EX,SEVEN TREES BL,1,0,312,1,Pedestrian,CAPITOL EX & SEVEN TREES BL,5998c897-d719-4c43-bb73-e926b812c149
-121.827146588368379,37.366357111356372,540670,2013-03-13T05:36:00.000Z,ALUM ROCK AV,STEWART AV,0,1,313,1,Pedestrian,ALUM ROCK AV & STEWART AV,69dfc88c-8d1c-45ad-951d-16fbca0b07bf
-121.76725093011494,37.224060429954378,542544,2013-07-20T08:35:00.000Z,AVENIDA ESPANA ,SANTA TERESA BL,0,1,314,1,Motorist,AVENIDA ESPANA  & SANTA TERESA BL,72b6c02a-cc2c-439b-a82e-6f5de09b5fde
-121.859146061432298,37.356400219594136,540748,2014-04-28T10:33:00.000Z,KING RD,ST JAMES ST,1,0,315,1,Pedestrian,KING RD & ST JAMES ST,7fc16e0d-3be7-405a-ac87-6633f9871f71
-121.867864589338623,37.301310236947366,542516,2013-07-18T15:00:00.000Z,LITTLE ORCHARD ST,PERRYMONT AV,0,1,316,1,Bicyclist,LITTLE ORCHARD ST & PERRYMONT AV,da6c023f-8331-4799-9a73-48deec9816d8
-121.859026224256596,37.338137963349958,540866,2013-03-25T08:05:00.000Z,MCLAUGHLIN AV,MELBOURNE BL,0,1,317,1,Pedestrian,324' south of MCLAUGHLIN AV & MELBOURNE BL,82ad25bf-6a9f-4a72-8e28-72fa8973b398
-121.869653321807434,37.346114379102204,540780,2013-03-19T17:12:00.000Z,SANTA CLARA ST,TWENTY SECOND ST,0,3,318,3,Motorist,SANTA CLARA ST & TWENTY SECOND ST,1589edb4-e43d-4a7b-99ef-f551066007cc
-121.845217293493789,37.305427960806846,542726,2014-10-03T00:13:00.000Z,BALTIC WY,SENTER RD,1,0,319,1,Pedestrian,BALTIC WY & SENTER RD,34f84b7d-b252-4b9c-a497-d833db131044
-121.845901252799877,37.360906909429509,542701,2013-07-30T15:48:00.000Z,ALEXIAN DR,JACKSON AV,0,1,320,1,Bicyclist,ALEXIAN DR & JACKSON AV,63d75860-10c3-4a74-830d-a0862259e43b
-121.923054685103551,37.340776413365056,540831,2013-03-23T00:18:00.000Z,ALAMEDA ,HEDDING ST,0,2,321,2,Motorist,ALAMEDA  & HEDDING ST,b2d09720-5482-46bb-939d-cf235c4ecc9b
-121.853328042032203,37.377761717515085,540800,2013-03-21T05:34:00.000Z,CEDARVILLE LN,MABURY RD,0,1,322,1,Motorist,355' west of CEDARVILLE LN & MABURY RD,5a852734-f0e0-4a18-842a-d0b31d46a5b2
-121.880146109405246,37.258050509257181,540902,2013-03-27T16:13:00.000Z,CHERRY AV,EDGAR CT,0,1,323,1,Motorist,139' west of CHERRY AV & EDGAR CT,d614e1db-7691-40b8-888d-12029d5e171e
-121.882315847486723,37.282879428138813,544919,2013-12-16T10:24:00.000Z,ALMADEN EX,KOCH LN,0,1,324,1,Motorist,ALMADEN EX & KOCH LN,a0ade6cb-70e6-42d4-aa3d-0b07acbd8fb8
-121.875328331873661,37.250821685675774,540932,2013-03-29T12:44:00.000Z,ALMADEN EX,BLOSSOM HILL RD,0,1,325,1,Pedestrian,153' south of ALMADEN EX & BLOSSOM HILL RD,b6749680-fb85-4d7b-9877-4779bbb4ef0a
-121.818153498430348,37.327620143729547,542840,2013-08-07T12:30:00.000Z,EASTRIDGE WY,TULLY RD,0,1,326,1,Motorist,EASTRIDGE WY & TULLY RD,98d071b5-ce3f-4291-ab78-3bade69f9774
-121.856645138666252,37.383051359441502,542555,2013-05-22T11:59:00.000Z,CAPITOL AV,PENITENCIA CREEK RD,0,1,327,1,Motorist,340' north of CAPITOL AV & PENITENCIA CREEK RD,01b4a131-2504-43de-a25a-2c7d6cba4306
-121.834049431885319,37.294179298540087,542852,2013-08-08T20:41:00.000Z,JACKIE DR,SENTER RD,0,1,328,1,Pedestrian,JACKIE DR & SENTER RD,81e55819-cfe4-413f-b453-ed21318dc3f3
-121.839018465758073,37.28169140548674,540998,2013-04-03T00:45:00.000Z,MONTEREY RD,RANCHO DR,0,1,329,1,Bicyclist,511' north of MONTEREY RD & RANCHO DR,837f7903-68fa-4ddc-8799-7f15cbfb37d4
-121.860573875371699,37.386563073986004,540936,2013-03-29T17:00:00.000Z,BERRYESSA RD,CAPITOL AV,0,1,330,1,Motorist,BERRYESSA RD & CAPITOL AV,f1e56034-ae2d-4f09-8c14-5ef83960a240
-121.761987808596331,37.219722786913458,542707,2013-07-30T23:15:00.000Z,BAYLISS DR,SANTA TERESA BL,0,1,331,1,Motorist,BAYLISS DR & SANTA TERESA BL,31f8224d-4d2c-4953-81ff-5a5c0ad735d4
-121.775161921738643,37.316421204432586,542741,2013-05-24T01:56:00.000Z,ABORN RD,RUBY AV,0,1,332,1,Motorist,ABORN RD & RUBY AV,74619589-acc8-4bc1-b7ee-5e9901749c2c
-121.924302426480509,37.31069798682536,540971,2013-03-31T19:28:00.000Z,DI FIORE DR,FRUITDALE AV,0,1,333,1,Motorist,326' north of DI FIORE DR & FRUITDALE AV,a95f79fc-4d2b-4cba-a071-ed77066a9654
-121.916780836561003,37.263609807416479,542903,2013-08-12T16:57:00.000Z,HILLSDALE AV,ROSS AV,0,1,334,1,Bicyclist,120' south of HILLSDALE AV & ROSS AV,4300db3a-9056-4e67-845e-33424d7570ea
-121.888148505860769,37.33482156077843,542873,2013-08-09T20:45:00.000Z,SAN FERNANDO ST,SECOND ST,0,1,335,1,Pedestrian,417' north of SAN FERNANDO ST & SECOND ST,119f8014-4310-451d-968e-559989c4f297
-121.899975929807653,37.388564282466525,545110,2013-12-29T04:38:00.000Z,FOX LN,OAKLAND RD,0,1,336,1,Motorist,104' north of FOX LN & OAKLAND RD,4b4a0b28-318c-4ebd-8750-1554f72e649a
-121.930479784694569,37.310692355193538,547272,2014-05-21T21:39:00.000Z,DEL MAR AV,FRUITDALE AV,0,1,337,1,Pedestrian,118' west of DEL MAR AV & FRUITDALE AV,bd2a7a4e-fd3a-4740-a84b-bd761786c874
-121.818696575939157,37.292985215816159,545046,2013-12-24T13:17:00.000Z,THORNDALE CT,TUERS RD,0,1,338,1,Pedestrian,396' east of THORNDALE CT & TUERS RD,dce5a13a-04b0-4e60-af02-d3057f7884e1
-121.852396643442177,37.397287553121501,545055,2013-12-24T23:41:00.000Z,MAUNA KEA LN,SIERRA RD,0,1,339,1,Pedestrian,MAUNA KEA LN & SIERRA RD,3c737932-088f-4245-a438-2b7b31fa394b
-121.791537104302861,37.313970768164403,547219,2015-01-18T05:52:00.000Z,ABORN RD,WHITE RD,1,0,340,1,Pedestrian,ABORN RD & WHITE RD,78e19aae-9818-4911-8a24-58bde3def322
-121.907868372315079,37.341010029368967,545212,2014-01-06T20:01:00.000Z,COLEMAN AV,HOBSON ST,0,1,341,1,Motorist,95' south of COLEMAN AV & HOBSON ST,3eab3d0b-e9e1-42a3-a06e-7f7f1d204161
-121.896234157376682,37.30428273476268,545171,2014-01-02T18:20:00.000Z,BLEWETT AV,MINNESOTA AV,0,1,342,1,Pedestrian,BLEWETT AV & MINNESOTA AV,51fa60e3-f0ab-48ae-9d5f-89afe8d98447
-121.904013760955436,37.301169773303592,545248,2014-01-09T17:50:00.000Z,CHERRY AV,MINNESOTA AV,0,1,343,1,Pedestrian,CHERRY AV & MINNESOTA AV,2fc2c845-6481-455a-9283-c701f5387e47
-121.840160617724933,37.300133532203006,545225,2014-01-07T18:55:00.000Z,BALFOUR DR,SENTER RD,0,1,344,1,Pedestrian,BALFOUR DR & SENTER RD,c35d0d2d-a937-48ae-8e69-4808eb9a4b7d
-121.890144865823345,37.293452832036735,547449,2014-06-01T00:01:00.000Z,LINCOLN AV,MALONE RD,0,1,345,1,Motorist,LINCOLN AV & MALONE RD,6902c3b8-8761-42de-8f83-de728142c674
-121.903489516855373,37.23906275229325,545249,2014-01-09T20:32:00.000Z,CAMDEN AV,CLOVIS AV,0,1,346,1,Motorist,78' north of CAMDEN AV & CLOVIS AV,4164a5ac-a6f3-41ca-95ed-da58c5cd0216
-121.997538654006391,37.292414453088618,543230,2013-08-27T13:45:00.000Z,LAWRENCE EX,PROSPECT RD,0,1,347,1,Motorist,LAWRENCE EX & PROSPECT RD,8b8cb28a-1395-49cb-bc44-27df2bec4852
-121.815631810403147,37.346286871023487,547346,2014-05-25T19:36:00.000Z,FARRINGDON DR,MOSS POINT DR,0,1,348,1,Bicyclist,108' east of FARRINGDON DR & MOSS POINT DR,be875316-9c81-423d-8c5c-d71b2749cc75
-121.919285731486866,37.337589090802446,545253,2014-01-10T08:10:00.000Z,ALAMEDA ,NAGLEE ST,0,1,349,1,Pedestrian,ALAMEDA  & NAGLEE ST,37c1f986-9135-409b-9b31-a46784169130
-121.837576652101021,37.343659752105253,550198,2014-11-19T19:10:00.000Z,HOPKINS DR,STORY RD,0,1,350,1,Pedestrian,HOPKINS DR & STORY RD,336348b4-222c-41fa-8521-bd487cc9d9b3
-121.887099631515312,37.335323730024555,550277,2014-11-24T09:04:00.000Z,SAN FERNANDO ST,THIRD ST,0,1,351,1,Pedestrian,217' south of SAN FERNANDO ST & THIRD ST,db0dc9a6-18bc-40b3-bed0-9dd1f89e6ff0
-121.688850735129478,37.16744224627864,545251,2014-01-10T06:30:00.000Z,LIVE OAK AV,MONTEREY RD,0,1,352,1,Motorist,LIVE OAK AV & MONTEREY RD,5873a859-7403-4ca6-ab9a-2ce70e0d4f84
-121.873449507005347,37.395537368327687,547406,2014-05-29T13:10:00.000Z,HOSTETTER EAST RD,SINCLAIR FR,0,1,353,1,Bicyclist,375' west of HOSTETTER EAST RD & SINCLAIR FR,f5042c00-e4b8-457f-ab7b-b67b3bb6213e
-121.830833400327379,37.291094197416122,545511,2014-01-28T06:39:00.000Z,CARPENTIER WY,SENTER RD,0,1,354,1,Motorist,150' north of CARPENTIER WY & SENTER RD,e8584f9c-9a9f-4bb9-b3e6-1dafcd140b72
-121.974798869894542,37.425973825254822,547663,2015-01-31T08:14:00.000Z,FIRST ST,LIBERTY ST,1,0,355,1,Pedestrian,50' east of FIRST ST & LIBERTY ST,864849eb-31be-4c55-98e3-b19b1c80afe8
-121.827708399869962,37.287610688465584,545523,2014-01-28T22:31:00.000Z,SENTER RD,SYLVANDALE AV,0,1,356,1,Motorist,163' east of SENTER RD & SYLVANDALE AV,aba43c76-f4b3-4483-8ec5-a5dc04e780df
-121.924544058314297,37.339640898530163,543461,2013-10-05T08:47:00.000Z,HEDDING ST,MORSE ST,0,1,357,1,Bicyclist,HEDDING ST & MORSE ST,14e8d594-fabf-4e30-bb0a-e5d017a00cd9
-121.840218460321111,37.312792121825765,545513,2014-01-28T08:25:00.000Z,LUCRETIA AV,TULLY RD,0,1,358,1,Pedestrian,LUCRETIA AV & TULLY RD,0ce21c44-4730-4352-b113-c87d51de9660
