Accident_Date,Accident_Time,LATITUDE,LONGITUDE,AStreet,BStreet,FatalInjuries,MajorInjuries,Involving,Nearest_Intersection,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th,Precip,Air max,min,obs,Accident
12/7/16,19:27:00.000Z,37.25104188,-121.910818,BRANHAM LN,CAMDEN AV,0,1,0,BRANHAM LN & CAMDEN AV,35,4000,67,21000,37.5,0,35,0.08,61,44,52.5,1
12/8/16,05:51:00.000Z,37.29695712,-121.9860441,LOS FELICE DR,SARATOGA AV,0,1,0,455' west of LOS FELICE DR & SARATOGA AV,35,9300,20,11050,39,0,35,0.07,61,44,52.5,1
12/8/16,00:00:00.000Z,37.25480531,-121.8589123,SANTA TERESA BL,WEST VALLEY FR,0,1,2,SANTA TERESA BL & WEST VALLEY FR,40,20000,120,22100,45,0,40.5,0.07,61,44,52.5,1
12/9/16,17:19:00.000Z,37.28922709,-121.8469201,DAYLIGHT WY,MONTEREY RD,1,1,0,DAYLIGHT WY & MONTEREY RD,30,3900,23,6250,32.5,0,29.5,0.08,61,44,52.5,1
12/10/16,03:06:00.000Z,37.36017971,-121.8890876,FIFTEENTH ST,HEDDING ST,1,0,1,51' west of FIFTEENTH ST & HEDDING ST,35,2050,26,14150,41,0,37,0.14,60,44,52,1
12/10/16,20:39:00.000Z,37.31070276,-121.9157001,FRUITDALE AV,ST ELIZABETH DR,1,0,0,FRUITDALE AV & ST ELIZABETH DR,30,850,7,8250,31,0,28,0.14,60,44,52,1
12/11/16,04:11:00.000Z,37.35530335,-121.8308566,CAPITOL AV,CAPITOL EX,2,0,0,CAPITOL AV & CAPITOL EX,35,6500,66,23300,39.7,0,35.3,0.1,59,44,51.5,1
12/11/16,23:35:00.000Z,37.3148808,-121.9059777,LINCOLN AV,LONUS ST,0,1,1,LINCOLN AV & LONUS ST,25,1875,4,5300,27,0,25,0.1,59,44,51.5,1
12/12/16,19:18:00.000Z,37.34404659,-121.8648593,SAN ANTONIO ST,TWENTY FOURTH ST,1,0,0,SAN ANTONIO ST & TWENTY FOURTH ST,35,4000,43,11400,37,0,34,0.12,58,43,50.5,1
12/17/16,13:07:00.000Z,37.30488643,-121.9788085,SARATOGA AV,VENICE DR,0,1,0,SARATOGA AV & VENICE DR,35,9300,20,11050,39,0,35,0.06,59,41,50,1
12/21/16,06:58:00.000Z,37.32335368,-121.9370387,DI SALVO AV,STEVENS CREEK BL,0,1,0,DI SALVO AV & STEVENS CREEK BL,30,2075,8,6100,34.5,0,31,0.16,56,41,48.5,1
12/25/16,00:28:00.000Z,37.27693303,-121.8419098,CAPITOL EX,SNELL AV,2,1,0,51' east of CAPITOL EX & SNELL AV,40,2350,18,13750,43,0,39,0.05,57,39,48,1
12/27/16,18:24:00.000Z,37.22855063,-121.7753512,BERNAL RD,REALM DR,0,1,0,BERNAL RD & REALM DR,45,9000,45,17100,47.5,0,43.3,0.12,57,41,49,1
12/28/16,17:26:00.000Z,37.41087045,-121.8531229,FIFE WY,PIEDMONT RD,0,1,2,FIFE WY & PIEDMONT RD,25,760,1,1050,29,0,26,0.15,56,42,49,1
12/29/16,15:04:00.000Z,37.30599162,-121.9065506,CHERRY AV,WILLOW ST,0,1,0,CHERRY AV & WILLOW ST,25,6500,5,1000,27.5,0,24,0.23,56,42,49,1
1/2/17,08:52:00.000Z,37.28169141,-121.8390185,MONTEREY RD,RANCHO DR,0,1,0,129' north of MONTEREY RD & RANCHO DR,35,9700,139,11850,39.5,0,35.5,0.17,58,42,50,1
1/3/17,01:08:00.000Z,37.27664891,-121.7793878,HAWKSTONE WY,SILVER CREEK VALLEY RD,0,1,0,1631' south of HAWKSTONE WY & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34,0.06,58,41,49.5,1
1/8/17,20:35:00.000Z,37.35872687,-121.815356,LANCELOT LN,STORY RD,1,0,1,LANCELOT LN & STORY RD,30,3650,5,4800,33,0,30,0.03,59,43,51,1
1/12/17,18:40:00.000Z,37.3489655,-121.8943731,FIFTH ST,JACKSON ST,0,1,1,270' north of FIFTH ST & JACKSON ST,25,800,12,5100,34,1,25,0.09,58,41,49.5,1
1/16/17,20:29:00.000Z,37.28411075,-121.7737622,FARNSWORTH DR,SILVER CREEK VALLEY RD,0,1,0,51' north of FARNSWORTH DR & SILVER CREEK VALLEY RD,35,5200,4,9250,39,0,35.5,0.07,59,43,51,1
1/17/17,07:14:00.000Z,37.3082906,-121.9705746,OAKMONT PL,WILLIAMS RD,0,1,0,OAKMONT PL & WILLIAMS RD,30,2600,3,1600,31,0,27,0.07,59,42,50.5,1
1/18/17,07:45:00.000Z,37.33038841,-121.9370798,BELLEROSE DR,HEDDING ST,1,0,1,51' east of BELLEROSE DR & HEDDING ST,35,4600,23,7000,38.5,0,35,0.1,60,43,51.5,1
1/21/17,06:15:00.000Z,37.27443076,-121.8603242,CAPITOL EX,NARVAEZ AV,0,1,0,CAPITOL EX & NARVAEZ AV,35,3440,8,7900,39,0,37,0.07,59,42,50.5,1
1/23/17,23:35:00.000Z,37.40106143,-121.8643736,HOSTETTER RD,MORRILL AV,0,1,0,HOSTETTER RD & MORRILL AV,35,7300,28,14300,39.5,0,35.5,0.1,59,42,50.5,1
1/24/17,03:41:00.000Z,37.30796347,-121.847667,SENTER RD,TULLY RD,1,0,1,191' west of SENTER RD & TULLY RD,30,3900,23,6250,32.5,0,29.5,0.19,60,43,51.5,1
1/25/17,18:51:00.000Z,37.31990434,-121.865562,ALMA AV,TENTH ST,0,1,0,566' south of ALMA AV & TENTH ST,30,5000,50,7900,33.3,0,30,0.09,60,43,51.5,1
1/26/17,20:18:00.000Z,37.2519814,-121.8075547,BLOSSOM HILL RD,POUGHKEEPSIE RD,0,1,0,BLOSSOM HILL RD & POUGHKEEPSIE RD,35,1100,22,14800,37,0,33,0.11,59,45,52,1
1/28/17,11:59:00.000Z,37.30002578,-121.8665969,CURTNER AV,LITTLE ORCHARD ST,0,1,1,100' west of CURTNER AV & LITTLE ORCHARD ST,40,4100,17,9100,39.7,0,36,0.06,60,44,52,1
1/28/17,01:54:00.000Z,37.31913698,-121.8764772,HUMBOLDT ST,SECOND ST,0,2,0,HUMBOLDT ST & SECOND ST,30,3575,32,4900,34,0,30,0.06,60,44,52,1
1/31/17,17:25:00.000Z,37.29048944,-121.8178154,TUERS RD,YERBA BUENA RD,0,1,0,TUERS RD & YERBA BUENA RD,25,3615,6,1100,29,0,25.5,0.09,61,43,52,1
2/1/17,04:19:00.000Z,37.24664965,-121.806948,BESWICK DR,PENTZ WY,1,0,1,223' north of BESWICK DR & PENTZ WY,35,2700,11,7150,39,0,35,0.02,61,43,52,1
2/3/17,23:33:00.000Z,37.36153995,-121.9052229,FOURTH ST,ROSEMARY ST,1,0,1,51' south of FOURTH ST & ROSEMARY ST,25,1865,1,1600,25,0,22,0.13,62,43,52.5,1
2/3/17,23:53:00.000Z,37.31135782,-121.8688984,MONTEREY RD,PHELAN AV,0,1,1,420' south of MONTEREY RD & PHELAN AV,25,4830,19,7950,29.5,0,26.5,0.13,62,43,52.5,1
2/4/17,09:53:00.000Z,37.28266465,-121.9135202,MAYKIRK RD,MERIDIAN AV,0,1,0,475' north of MAYKIRK RD & MERIDIAN AV,35,10250,82,17700,39,0,35.3,0.09,62,43,52.5,1
2/6/17,17:44:00.000Z,37.36873999,-121.8536175,BRUSHGLEN WY,JACKSON AV,0,1,1,BRUSHGLEN WY & JACKSON AV,35,7530,49,15150,38.5,0,35,0.1,61,44,52.5,1
2/10/17,14:41:00.000Z,37.43437821,-121.9416767,LOS ESTEROS RD,ZANKER RD,0,2,0,5280' west of LOS ESTEROS RD & ZANKER RD,45,6650,5,3200,47.5,0,41.5,0.12,62,44,53,1
2/12/17,17:32:00.000Z,37.28672169,-121.9853029,CAMPBELL AV,HEATHER GLEN DR,0,1,0,CAMPBELL AV & HEATHER GLEN DR,35,3000,21,15450,39,0,35,0.15,63,45,54,1
2/12/17,18:20:00.000Z,37.33870105,-121.8852607,SANTA CLARA ST,SIXTH ST,0,1,0,230' north of SANTA CLARA ST & SIXTH ST,30,7300,79,12500,34,0,30.5,0.15,63,45,54,1
2/14/17,07:16:00.000Z,37.31641842,-121.8739663,ALMA AV,FIRST ST,0,1,0,316' south of ALMA AV & FIRST ST,30,5000,50,7900,33.3,0,30,0.22,63,45,54,1
2/15/17,13:39:00.000Z,37.3447419,-121.8725462,NINETEENTH ST,SANTA CLARA ST,0,1,2,90' west of NINETEENTH ST & SANTA CLARA ST,25,5050,51,5150,28.5,0,25,0.18,62,45,53.5,1
2/16/17,17:17:00.000Z,37.3796997,-121.8391195,PATT AV,WHITE RD,0,1,1,PATT AV & WHITE RD,35,3400,16,10250,39,0,36,0.13,62,47,54.5,1
2/18/17,20:13:00.000Z,37.36347123,-121.8915622,BAYSHORE FR,OAKLAND RD,0,1,2,108' north of BAYSHORE FR & OAKLAND RD,35,3200,35,24100,36,0,33,0.12,63,45,54,1
2/20/17,19:12:00.000Z,37.29301992,-121.7666876,HARVEST ESTATES ,SAN FELIPE RD,0,1,0,HARVEST ESTATES  & SAN FELIPE RD,25,3700,1,800,34,1,25,0.07,63,45,54,1
2/21/17,07:43:00.000Z,37.31147424,-121.8423288,GALVESTON AV,TULLY RD,1,0,1,GALVESTON AV & TULLY RD,35,8000,75,8050,41,0,37,0.12,65,47,56,1
2/21/17,18:31:00.000Z,37.36526377,-121.8501331,JACKSON AV,MCKEE RD,0,1,1,105' north of JACKSON AV & MCKEE RD,35,7530,49,15150,38.5,0,35,0.12,65,47,56,1
2/23/17,11:15:00.000Z,37.29051941,-121.9906315,CAMPBELL AV,WESTGATE DW,1,0,1,CAMPBELL AV & WESTGATE DW,35,5650,53,16550,40,0,36,0.1,63,45,54,1
2/26/17,02:45:00.000Z,37.28627495,-121.8852836,HUSTED AV,LINCOLN AV,0,1,0,455' south of HUSTED AV & LINCOLN AV,35,5700,23,15100,38,0,34.5,0.08,64,46,55,1
2/28/17,18:28:00.000Z,37.40363381,-121.9263369,RESEARCH PL,RIVER OAKS PW,0,1,1,RESEARCH PL & RIVER OAKS PW,35,7600,8,6500,38,0,32.7,0.04,65,46,55.5,1
2/28/17,19:19:00.000Z,37.32312386,-121.8794317,MARTHA ST,SECOND ST,0,1,0,MARTHA ST & SECOND ST,20,3250,41,5500,23,0,18,0.04,65,46,55.5,1
3/4/17,22:35:00.000Z,37.33782414,-121.817452,CAPITOL EX,CUNNINGHAM AV,0,1,0,427' north of CAPITOL EX & CUNNINGHAM AV,35,3600,26,20000,38,0,34.5,0.09,63,46,54.5,1
3/5/17,18:38:00.000Z,37.30796347,-121.847667,SENTER RD,TULLY RD,0,1,0,520' south of SENTER RD & TULLY RD,30,3900,23,6250,32.5,0,29.5,0.12,63,47,55,1
3/8/17,08:20:00.000Z,37.3511407,-121.8590535,ALUM ROCK AV,THIRTY THIRD ST,0,1,1,ALUM ROCK AV & THIRTY THIRD ST,35,3054,30,29000,41,0,36,0.05,66,46,56,1
3/9/17,00:55:00.000Z,37.32313437,-121.981115,PALACE DR,STEVENS CREEK BL,0,1,0,PALACE DR & STEVENS CREEK BL,30,3000,44,15000,37,0,32,0.11,65,46,55.5,1
3/12/17,00:36:00.000Z,37.31196913,-121.804869,ABORN RD,BRIGADOON WY,0,1,0,100' east of ABORN RD & BRIGADOON WY,35,14500,300,23900,37.8,0,34,0.1,67,48,57.5,1
3/13/17,18:20:00.000Z,37.30116977,-121.9040138,CHERRY AV,MINNESOTA AV,0,1,2,87' north of CHERRY AV & MINNESOTA AV,25,6500,5,1000,27.5,0,24,0.14,66,47,56.5,1
3/16/17,unknown,37.30927091,-121.9016637,EL ABRA WY,LINCOLN AV,0,1,0,EL ABRA WY & LINCOLN AV,30,3775,19,11300,32.5,0,29.5,0.06,67,48,57.5,1
3/17/17,unknown,37.3476956,-121.8848355,ELEVENTH ST,WASHINGTON ST,0,1,0,ELEVENTH ST & WASHINGTON ST,30,14650,183,25700,34.3,0,30.5,0.08,68,47,57.5,1
3/17/17,14:39:00.000Z,37.30143345,-121.9228711,LEIGH AV,STOKES ST,0,1,0,250' north of LEIGH AV & STOKES ST,35,8250,72,9950,40,0,36,0.08,68,47,57.5,1
3/21/17,unknown,37.32519689,-121.8881042,ALMADEN BL,REED ST,0,1,1,ALMADEN BL & REED ST,25,2900,17,5100,30,1,25,0.1,67,49,58,1
3/21/17,14:35:00.000Z,37.27227554,-121.9208622,COIT DR,LEIGH AV,1,0,2,COIT DR & LEIGH AV,35,5975,46,13150,38.5,0,35,0.1,67,49,58,1
3/23/17,unknown,37.35614669,-121.8191599,STORY RD,WHITE RD,0,1,2,STORY RD & WHITE RD,30,2600,25,6150,33.5,0,29.5,0.08,66,48,57,1
3/23/17,22:15:00.000Z,37.24621337,-121.8055271,BESWICK DR,HERLONG AV,0,1,2,102' east of BESWICK DR & HERLONG AV,35,2700,11,7150,39,0,35,0.08,66,48,57,1
3/23/17,19:40:00.000Z,37.34460198,-121.8968681,FIRST ST,HAWTHORNE WY,1,0,1,120' south of FIRST ST & HAWTHORNE WY,25,4200,62,14000,30,0,26.7,0.08,66,48,57,1
3/26/17,00:23:00.000Z,37.3083956,-121.8659494,MONTEREY RD,STAUFFER BL,1,0,1,MONTEREY RD & STAUFFER BL,25,4830,19,7950,29.5,0,26.5,0.07,67,47,57,1
3/28/17,unknown,37.32406985,-121.8275758,KING RD,SEMINOLE WY,0,1,1,KING RD & SEMINOLE WY,35,5400,38,11050,39.3,0,34.7,0.02,70,47,58.5,1
3/31/17,unknown,37.30675217,-121.8528861,PARROTT ST,TENTH ST,0,1,0,PARROTT ST & TENTH ST,40,5000,37,12800,42.5,0,39,0.04,71,48,59.5,1
3/31/17,07:39:00.000Z,37.32618926,-121.9044703,MCEVOY ST,PARK AV,1,0,0,MCEVOY ST & PARK AV,35,700,0,5000,36.5,0,35,0.04,71,48,59.5,1
4/3/17,20:07:00.000Z,37.26026895,-121.8101586,CHYNOWETH AV,MONTEREY RD,1,0,1,200' south of CHYNOWETH AV & MONTEREY RD,30,950,2,4000,37,1,30,0.08,68,48,58,1
4/3/17,23:53:00.000Z,37.29342558,-121.8332272,CAPITOL EX,SENTER RD,0,1,0,CAPITOL EX & SENTER RD,40,15150,187,23450,42.8,0,38.5,0.08,68,48,58,1
4/4/17,09:05:00.000Z,37.38201521,-121.9035447,BROKAW RD,NIMITZ FR,0,1,0,110' east of BROKAW RD & NIMITZ FR,30,2170,3,4400,33,0,30,0.07,69,48,58.5,1
4/4/17,01:01:00.000Z,37.27693303,-121.8419098,CAPITOL EX,SNELL AV,0,1,0,289' north of CAPITOL EX & SNELL AV,40,2350,18,13750,43,0,39,0.07,69,48,58.5,1
4/5/17,03:44:00.000Z,37.31607292,-121.9598016,CYPRESS AV,MOORPARK AV,1,0,0,CYPRESS AV & MOORPARK AV,30,2600,3,1600,31,0,27,0.03,69,47,58,1
4/7/17,19:28:00.000Z,37.30959507,-121.8846853,ALMA AV,LELONG AV,0,1,0,204' north of ALMA AV & LELONG AV,35,2950,29,13200,37.5,0,34.5,0.04,69,48,58.5,1
4/8/17,13:25:00.000Z,37.27664891,-121.7793878,HAWKSTONE WY,SILVER CREEK VALLEY RD,0,1,0,3263' south of HAWKSTONE WY & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34,0.05,69,48,58.5,1
4/8/17,21:58:00.000Z,37.37008225,-121.8430265,CAPITOL AV,MCKEE RD,0,1,1,410' west of CAPITOL AV & MCKEE RD,35,18700,76,21150,40,0,36,0.05,69,48,58.5,1
4/10/17,20:51:00.000Z,37.31619611,-121.8079642,CAPITOL EX,NIEMAN BL,1,0,1,104' south of CAPITOL EX & NIEMAN BL,40,3300,42,31850,43,0,39.5,0.01,70,49,59.5,1
4/12/17,21:30:00.000Z,37.25663257,-121.8590007,SANTA TERESA BL,WEST VALLEY FR,1,1,0,SANTA TERESA BL & WEST VALLEY FR,40,20000,120,22100,45,0,40.5,0.06,70,48,59,1
4/14/17,10:58:00.000Z,37.30823607,-121.9730372,CAMELLIA WY,WILLIAMS RD,1,0,1,CAMELLIA WY & WILLIAMS RD,30,2600,3,1600,31,0,27,0.03,70,49,59.5,1
4/15/17,09:35:00.000Z,37.32506956,-121.87946,THIRD ST,VIRGINIA ST,0,1,0,THIRD ST & VIRGINIA ST,25,1300,199,7600,31,0,25,0.02,70,49,59.5,1
4/18/17,14:05:00.000Z,37.32386015,-121.8084536,CAPITOL EX,QUIMBY RD,0,1,0,CAPITOL EX & QUIMBY RD,35,4082,80,17100,39.5,0,35.5,0.05,70,49,59.5,1
4/19/17,10:50:00.000Z,37.33910674,-121.8927661,FIRST ST,ST JAMES ST,0,1,2,FIRST ST & ST JAMES ST,20,3250,33,4300,21.5,0,19.5,0.05,70,48,59,1
4/23/17,16:03:00.000Z,37.2750422,-121.8401125,GOLD RUN WY,SNELL AV,0,1,0,294' south of GOLD RUN WY & SNELL AV,40,2350,18,13750,43,0,39,0.06,71,51,61,1
4/26/17,16:03:00.000Z,37.33300821,-121.8839435,FOURTH ST,SAN CARLOS ST,0,1,1,FOURTH ST & SAN CARLOS ST,25,1500,21,6350,26,0,23,0,73,50,61.5,1
4/27/17,16:49:00.000Z,37.30786365,-121.9024137,CRESCENT DR,WILLOW ST,0,1,0,110' east of CRESCENT DR & WILLOW ST,30,3775,19,11300,32.5,0,29.5,0.04,74,50,62,1
4/28/17,18:37:00.000Z,37.2862273,-121.9726887,ANTHONY DR,CAMPBELL AV,0,1,0,ANTHONY DR & CAMPBELL AV,35,2300,5,22800,38,0,34,0.05,72,51,61.5,1
5/1/17,20:42:00.000Z,37.36217487,-121.8970565,COMMERCIAL ST,TENTH ST,0,1,0,110' south of COMMERCIAL ST & TENTH ST,35,3200,35,24100,36,0,33,0.02,73,51,62,1
5/1/17,08:09:00.000Z,37.37008225,-121.8430265,CAPITOL AV,MCKEE RD,0,1,0,300' north of CAPITOL AV & MCKEE RD,35,18700,76,21150,40,0,36,0.02,73,51,62,1
5/2/17,07:06:00.000Z,37.39414518,-121.8681374,CAPITOL AV,OLIVESTONE WY,0,1,1,CAPITOL AV & OLIVESTONE WY,35,7300,28,14300,39.5,0,35.5,0.02,73,52,62.5,1
5/4/17,13:59:00.000Z,37.26347367,-121.9434877,BASCOM AV,SHELLEY AV,0,1,1,BASCOM AV & SHELLEY AV,40,4051,17,20100,44.5,0,39.5,0.02,74,52,63,1
5/4/17,07:30:00.000Z,37.36469879,-121.8917227,COMMERCIAL ST,OAKLAND RD,0,1,0,300' north of COMMERCIAL ST & OAKLAND RD,35,3200,35,24100,36,0,33,0.02,74,52,63,1
5/8/17,unknown,37.25745548,-121.8942724,BRANHAM LN,VIA DE CABALLE ,1,0,0,BRANHAM LN & VIA DE CABALLE ,30,5400,9,3850,34.5,0,31,0.01,74,52,63,1
5/8/17,07:39:00.000Z,37.28792464,-121.8232696,HONOLULU DR,SYLVANDALE AV,0,1,1,HONOLULU DR & SYLVANDALE AV,30,1850,17,9025,34,0,31,0.01,74,52,63,1
5/12/17,23:20:00.000Z,37.28021781,-121.8542859,HILLSDALE AV,VISTAPARK DR,1,1,0,100' west of HILLSDALE AV & VISTAPARK DR,35,2600,3,3650,37,0,33,0.01,75,51,63,1
5/17/17,18:11:00.000Z,37.36898445,-121.9080968,BAYSHORE FR,OLD BAYSHORE HW,0,1,0,107' south of BAYSHORE FR & OLD BAYSHORE HW,40,2900,11,12650,41,0,37,0.01,73,53,63,1
5/18/17,unknown,37.32790781,-121.871524,SINCLAIR FR,TENTH ST,1,0,0,SINCLAIR FR & TENTH ST,40,5000,37,12800,42.5,0,39,0.01,75,53,64,1
5/18/17,02:00:00.000Z,37.27361077,-121.8961231,BOOKSIN AV,FOXWORTHY AV,0,1,0,BOOKSIN AV & FOXWORTHY AV,25,6400,2,2050,29.3,0,28,0.01,75,53,64,1
5/21/17,07:00:00.000Z,37.32316954,-121.9753642,KIELY BL,STEVENS CREEK BL,0,1,0,KIELY BL & STEVENS CREEK BL,30,3000,44,15000,37,0,32,0.02,76,53,64.5,1
5/24/17,10:00:00.000Z,37.40332487,-121.8821297,CAPITOL AV,CROPLEY AV,0,1,2,CAPITOL AV & CROPLEY AV,35,8700,47,13850,40,0,36,0.01,77,55,66,1
5/25/17,20:59:00.000Z,37.33828009,-121.8455398,KNOX AV,STORY RD,0,1,1,KNOX AV & STORY RD,35,8200,197,17650,36.3,0,32.5,0.01,76,54,65,1
5/28/17,04:15:00.000Z,37.3967059,-121.8536687,GEHRIG AV,SIERRA RD,0,1,0,90' east of GEHRIG AV & SIERRA RD,35,2580,6,1100,38,0,32.5,0.03,76,54,65,1
6/3/17,19:09:00.000Z,37.26029487,-121.7836897,HELLYER AV,SILVER CREEK VALLEY RD,0,1,0,3595' east of HELLYER AV & SILVER CREEK VALLEY RD,35,2000,0,1250,39,0,34,0.01,77,55,66,1
6/6/17,19:46:00.000Z,37.32350544,-121.9114208,RACE ST,SAN CARLOS ST,0,1,0,RACE ST & SAN CARLOS ST,30,4500,14,7700,34,0,30,0.01,76,55,65.5,1
6/9/17,14:15:00.000Z,37.35852024,-121.843508,ALUM ROCK AV,JACKSON AV,0,1,2,ALUM ROCK AV & JACKSON AV,35,3054,30,29000,41,0,36,0.01,79,55,67,1
6/11/17,18:35:00.000Z,37.3572265,-121.8830911,EIGHTEENTH ST,TAYLOR ST,1,0,0,EIGHTEENTH ST & TAYLOR ST,25,4200,62,14000,30,0,26.7,0,77,55,66,1
6/12/17,09:20:00.000Z,37.38227766,-121.9006064,BROKAW RD,RIDDER PARK DR,0,1,0,505' east of BROKAW RD & RIDDER PARK DR,30,2170,3,4400,33,0,30,0,78,54,66,1
6/16/17,13:10:00.000Z,37.27801049,-121.8800521,ALMADEN EX,FOXWORTHY AV,0,1,1,50' south of ALMADEN EX & FOXWORTHY AV,30,2400,1,3200,33,0,30,0.03,81,56,68.5,1
6/19/17,19:09:00.000Z,37.30073865,-121.8582982,MONTEREY RD,TULLY RD,1,0,0,300' south of MONTEREY RD & TULLY RD,40,1400,46,35400,45,0,40,0,81,57,69,1
6/20/17,22:15:00.000Z,37.30976725,-121.8449195,LA RAGIONE AV,TULLY RD,1,0,2,LA RAGIONE AV & TULLY RD,35,8000,75,8050,41,0,37,0,81,56,68.5,1
6/21/17,21:47:00.000Z,37.41338975,-121.8615784,CROPLEY AV,GROSVENOR DR,0,1,0,CROPLEY AV & GROSVENOR DR,25,760,1,1050,29,0,26,0,81,56,68.5,1
6/22/17,22:26:00.000Z,37.20762421,-121.7301009,BAILEY RD,MONTEREY RD,1,1,0,BAILEY RD & MONTEREY RD,45,10240,103,39950,47,0,42,0,83,57,70,1
6/23/17,19:46:00.000Z,37.3511407,-121.8590535,ALUM ROCK AV,THIRTY THIRD ST,0,1,1,ALUM ROCK AV & THIRTY THIRD ST,35,3054,30,29000,41,0,36,0,81,57,69,1
6/25/17,03:37:00.000Z,37.31728618,-121.9501337,JUNIPERO SERRA FR,WINCHESTER BL,0,1,0,JUNIPERO SERRA FR & WINCHESTER BL,35,1990,9,6100,37,0,34,0,83,58,70.5,1
6/27/17,15:37:00.000Z,37.33937863,-121.8786421,ELEVENTH ST,SAN FERNANDO ST,0,1,0,52' north of ELEVENTH ST & SAN FERNANDO ST,30,14650,183,25700,34.3,0,30.5,0,83,59,71,1
6/30/17,05:29:00.000Z,37.3450762,-121.8843118,JULIAN ST,TENTH ST,0,1,0,JULIAN ST & TENTH ST,35,2000,50,15700,36,0,32,0,81,58,69.5,1
7/1/17,02:25:00.000Z,37.30131024,-121.8678646,LITTLE ORCHARD ST,PERRYMONT AV,1,0,0,285' north of LITTLE ORCHARD ST & PERRYMONT AV,40,4100,17,9100,39.7,0,36,0,83,58,70.5,1
7/4/17,21:51:00.000Z,37.33212414,-121.8991365,DELMAS AV,SANTA CLARA ST,0,2,0,DELMAS AV & SANTA CLARA ST,25,2700,4,1200,27.5,0,24,0,83,57,70,1
7/5/17,16:40:00.000Z,37.29400023,-121.8430176,GARDEN AV,LEWIS RD,0,1,0,GARDEN AV & LEWIS RD,30,3900,23,6250,32.5,0,29.5,0,82,57,69.5,1
7/8/17,17:48:00.000Z,37.36578133,-121.8387007,CAPITOL AV,MADDEN AV,0,1,0,CAPITOL AV & MADDEN AV,35,3054,30,29000,41,0,36,0,84,57,70.5,1
7/8/17,22:41:00.000Z,37.26564856,-121.8660111,BRANHAM LN,PEARL AV,0,1,1,BRANHAM LN & PEARL AV,35,3440,8,7900,39,0,37,0,84,57,70.5,1
7/9/17,15:15:00.000Z,37.18398829,-121.7057209,MONTEREY RD,PALM AV,0,1,0,MONTEREY RD & PALM AV,45,10240,103,39950,47,0,42,0,83,58,70.5,1
7/10/17,08:23:00.000Z,37.40380312,-121.9291581,CISCO WY,RIVER OAKS PW,0,1,0,CISCO WY & RIVER OAKS PW,35,7600,8,6500,38,0,32.7,0,83,58,70.5,1
7/13/17,21:36:00.000Z,37.20113363,-121.736417,BAILEY AV,SANTA TERESA BL,1,0,0,600' south of BAILEY AV & SANTA TERESA BL,50,13100,22,6500,55.5,0,48.5,0,85,59,72,1
7/17/17,01:33:00.000Z,37.35083834,-121.8270195,CAPITOL EX,STORY RD,0,1,0,CAPITOL EX & STORY RD,35,8200,196,28850,40.5,0,36.5,0,83,59,71,1
7/25/17,05:14:00.000Z,37.33990863,-121.8431221,KING RD,STORY RD,0,1,1,KING RD & STORY RD,35,14500,300,23900,37.8,0,34,0,82,59,70.5,1
7/27/17,08:30:00.000Z,37.22581281,-121.9034836,CAMDEN AV,COLEMAN RD,0,1,2,CAMDEN AV & COLEMAN RD,40,10750,27,9900,43,0,39.3,0,82,58,70,1
7/28/17,01:41:00.000Z,37.24677778,-121.772862,RUE FERRARI ,SILICON VALLEY BL,0,1,0,107' north of RUE FERRARI  & SILICON VALLEY BL,45,7000,13,4700,48.5,0,43.5,0,82,58,70,1
7/28/17,08:35:00.000Z,37.24014065,-121.9038095,CAMDEN AV,KOOSER RD,0,1,2,CAMDEN AV & KOOSER RD,35,5480,16,11550,40,0,36,0,82,58,70,1
7/29/17,16:33:00.000Z,37.3165836,-121.9109741,PARKMOOR AV,RACE ST,1,0,2,PARKMOOR AV & RACE ST,30,2000,12,10250,33,0,29,0,81,58,69.5,1
7/30/17,03:47:00.000Z,37.36679978,-121.8397868,CAPITOL AV,GAY AV,0,1,0,CAPITOL AV & GAY AV,35,18700,76,21150,40,0,36,0,83,58,70.5,1
7/30/17,14:46:00.000Z,37.31103015,-121.8816373,ALMA AV,LICK AV,0,1,0,ALMA AV & LICK AV,30,5000,50,7900,33.3,0,30,0,83,58,70.5,1
8/2/17,16:02:00.000Z,37.28034273,-121.9123321,CURTNER AV,MERIDIAN AV,0,1,1,CURTNER AV & MERIDIAN AV,35,7500,37,15350,39.7,0,36.7,0,82,59,70.5,1
8/4/17,18:13:00.000Z,37.3207576,-121.9137458,AUZERAIS AV,MERIDIAN AV,0,1,0,AUZERAIS AV & MERIDIAN AV,25,5950,34,5250,28.5,0,24.5,0,82,59,70.5,1
8/6/17,15:18:00.000Z,37.22207853,-121.763239,CHELTENHAM WY,SANTA TERESA BL,0,1,0,195' north of CHELTENHAM WY & SANTA TERESA BL,45,5300,13,11650,48.3,0,43.7,0,83,59,71,1
8/11/17,14:51:00.000Z,37.30564861,-121.8990835,FINANCIAL SQUARE ,LINCOLN AV,0,1,1,FINANCIAL SQUARE  & LINCOLN AV,30,3775,19,11300,32.5,0,29.5,0,82,59,70.5,1
8/14/17,07:55:00.000Z,37.29646429,-121.8363347,INDEPENDENCE DR,SENTER RD,0,1,2,INDEPENDENCE DR & SENTER RD,40,15150,187,23450,42.8,0,38.5,0,82,59,70.5,1
