,Accident_Date,Accident_Time,LONGITUDE,LATITUDE,AStreet,BStreet,FatalInjuries,MajorInjuries,Involving,Nearest_Intersection,SPD,LEN,ACC,VOL,F85th,LOCAL,F50th,Precip,Air max,min,obs
253,2014-10-02,17:47:00.000Z,-121.8187179,37.34132494,EVERWOOD CT,OCALA AV,0,1,1,EVERWOOD CT & OCALA AV,35,3600,26,20000,38.0,0,34.5,0.01,77,56,66.5
254,2014-10-03,07:34:00.000Z,-121.8577153,37.36013096,CHECKERS DR,MCKEE RD,0,1,1,CHECKERS DR & MCKEE RD,35,8200,197,17650,36.3,0,32.5,0.0,78,54,66.0
255,2014-10-03,00:13:00.000Z,-121.8452173,37.30542796,BALTIC WY,SENTER RD,1,0,1,BALTIC WY & SENTER RD,30,3900,23,6250,32.5,0,29.5,0.0,78,54,66.0
256,2014-10-04,15:00:00.000Z,-121.88202609999999,37.31498229,HUMBOLDT ST,LOCUST ST,0,1,1,HUMBOLDT ST & LOCUST ST,35,8034,36,13500,38.5,0,35.5,0.02,77,55,66.0
257,2014-10-10,23:51:00.000Z,-121.9849607,37.308594799999995,ROCKDALE DR,WILLIAMS RD,0,1,0,ROCKDALE DR & WILLIAMS RD,35,12800,45,7300,39.3,0,35.7,0.03,77,53,65.0
258,2014-10-13,19:59:00.000Z,-121.86270320000001,37.35674946,MCKEE RD,THIRTY FOURTH ST,1,0,1,MCKEE RD & THIRTY FOURTH ST,35,8200,197,17650,36.3,0,32.5,0.09,76,53,64.5
259,2014-10-13,03:00:00.000Z,-121.91823290000002,37.37325741,BROKAW RD,FIRST ST,0,1,2,BROKAW RD & FIRST ST,45,20900,104,16300,46.3,0,41.8,0.09,76,53,64.5
260,2014-10-15,06:52:00.000Z,-121.8234317,37.28053781,SAN GREGORIO WY,SENTER RD,0,1,1,SAN GREGORIO WY & SENTER RD,30,4700,23,3100,32.0,0,28.0,0.02,75,52,63.5
261,2014-10-17,23:38:00.000Z,-121.8891531,37.24387513,BLOSSOM HILL RD,WALTRIP LN,1,0,0,BLOSSOM HILL RD & WALTRIP LN,35,5200,17,21000,37.7,0,33.7,0.01,76,52,64.0
262,2014-10-24,18:17:00.000Z,-121.85000359999998,37.3554327,ALUM ROCK AV,CHECKERS DR,0,1,1,ALUM ROCK AV & CHECKERS DR,35,3054,30,29000,41.0,0,36.0,0.03,73,53,63.0
263,2014-10-24,18:29:00.000Z,-121.95980159999998,37.31607292,CYPRESS AV,MOORPARK AV,0,1,0,CYPRESS AV & MOORPARK AV,30,2600,3,1600,31.0,0,27.0,0.03,73,53,63.0
264,2014-10-26,00:59:00.000Z,-121.8786202,37.33743585,SAN ANTONIO ST,TENTH ST,1,0,1,300' north of SAN ANTONIO ST & TENTH ST,35,4000,43,11400,37.0,0,34.0,0.1,73,51,62.0
265,2014-10-30,22:41:00.000Z,-121.83514109999999,37.2779235,MONTEREY RD,SENTER RD,1,0,1,250' north of MONTEREY RD & SENTER RD,35,9700,139,11850,39.5,0,35.5,0.05,67,51,59.0
266,2014-10-30,03:55:00.000Z,-121.8338383,37.26890724,SKYWAY DR,SNELL AV,0,1,0,350' north of SKYWAY DR & SNELL AV,35,1925,9,8700,39.0,0,34.0,0.05,67,51,59.0
267,2014-10-31,00:33:00.000Z,-121.83760339999999,37.37376234,FRANCIS DR,MCKEE RD,1,0,1,253' west of FRANCIS DR & MCKEE RD,35,8200,197,17650,36.3,0,32.5,0.02,69,50,59.5
268,2014-11-04,07:43:00.000Z,-121.87956570000001,37.27506415,ALMADEN EX,HILLSDALE AV,1,0,0,ALMADEN EX & HILLSDALE AV,40,10700,62,23900,44.0,0,40.7,0.0,70,49,59.5
269,2014-11-09,18:55:00.000Z,-121.92860390000001,37.34347446,ALAMEDA ,NEWHALL ST,0,1,1,ALAMEDA  & NEWHALL ST,25,1300,5,2050,29.0,0,36.0,0.06,66,47,56.5
270,2014-11-11,16:28:00.000Z,-121.8171969,37.31330876,BARBERRY LN,KING RD,1,0,1,BARBERRY LN & KING RD,35,14500,300,23900,37.8,0,34.0,0.08,66,47,56.5
271,2014-11-11,19:15:00.000Z,-121.87849479999998,37.32962559,REED ST,SIXTH ST,0,1,0,137' east of REED ST & SIXTH ST,30,5000,50,7900,33.3,0,30.0,0.08,66,47,56.5
272,2014-11-16,17:33:00.000Z,-121.84766699999999,37.30796347,SENTER RD,TULLY RD,0,1,1,SENTER RD & TULLY RD,30,3900,23,6250,32.5,0,29.5,0.04,65,48,56.5
273,2014-11-17,14:05:00.000Z,-121.833853,37.36329974,ALUM ROCK AV,BIRCH LN,0,1,0,110' east of ALUM ROCK AV & BIRCH LN,35,3054,30,29000,41.0,0,36.0,0.14,65,48,56.5
274,2014-11-18,17:56:00.000Z,-121.9157001,37.31070276,FRUITDALE AV,ST ELIZABETH DR,0,1,0,FRUITDALE AV & ST ELIZABETH DR,30,850,7,8250,31.0,0,28.0,0.04,64,47,55.5
275,2014-11-19,19:10:00.000Z,-121.8375767,37.34365975,HOPKINS DR,STORY RD,0,1,1,HOPKINS DR & STORY RD,25,4050,15,4300,29.0,0,26.0,0.03,64,46,55.0
276,2014-11-24,09:04:00.000Z,-121.8870996,37.33532373,SAN FERNANDO ST,THIRD ST,0,1,1,217' south of SAN FERNANDO ST & THIRD ST,25,8166,47,8750,29.0,0,25.7,0.09,61,44,52.5
277,2014-11-24,12:28:00.000Z,-121.8909196,37.35930391,HEDDING ST,OAKLAND RD,1,0,0,70' south of HEDDING ST & OAKLAND RD,35,2050,26,14150,41.0,0,37.0,0.09,61,44,52.5
278,2014-11-25,08:28:00.000Z,-121.9238064,37.31728816,LEIGH AV,PARKMOOR AV,0,1,0,LEIGH AV & PARKMOOR AV,40,2700,27,24400,45.0,0,41.0,0.07,61,44,52.5
279,2014-12-05,17:25:00.000Z,-121.82233959999999,37.32478632,BRAHMS AV,TULLY RD,1,0,1,BRAHMS AV & TULLY RD,35,4082,80,17100,39.5,0,35.5,0.06,60,44,52.0
280,2014-12-13,03:31:00.000Z,-121.86119099999999,37.3035989,CURTNER AV,MONTEREY RD,0,2,0,188' east of CURTNER AV & MONTEREY RD,40,4100,17,9100,39.7,0,36.0,0.03,59,44,51.5
281,2014-12-14,00:00:00.000Z,-121.88063400000001,37.32860531,FOURTH ST,REED ST,0,1,1,FOURTH ST & REED ST,30,5700,67,11950,30.5,0,26.5,0.13,58,44,51.0
282,2014-12-16,17:12:00.000Z,-121.84232879999999,37.31147424,GALVESTON AV,TULLY RD,0,1,1,450' west of GALVESTON AV & TULLY RD,35,8000,75,8050,41.0,0,37.0,0.05,59,41,50.0
283,2014-12-16,07:14:00.000Z,-121.8292558,37.32576439,KING RD,WAVERLY AV,0,1,1,KING RD & WAVERLY AV,35,5400,38,11050,39.3,0,34.7,0.05,59,41,50.0
284,2014-12-16,23:59:00.000Z,-121.79342140000001,37.29715091,CHISIN ST,YERBA BUENA RD,1,0,0,590' east of CHISIN ST & YERBA BUENA RD,35,3600,46,22900,39.0,0,34.0,0.05,59,41,50.0
285,2014-12-23,17:05:00.000Z,-121.8761488,37.39364914,FOUR OAKS RD,HOSTETTER RD,0,1,0,312' east of FOUR OAKS RD & HOSTETTER RD,35,7300,28,14300,39.5,0,35.5,0.01,57,39,48.0
286,2014-12-24,00:09:00.000Z,-121.8350408,37.29513942,SENTER RD,SOUTHSIDE DR,0,1,2,SENTER RD & SOUTHSIDE DR,40,15150,187,23450,42.8,0,38.5,0.04,57,40,48.5
287,2014-12-28,08:29:00.000Z,-121.8423457,37.39045273,PENITENCIA CREEK RD,PIEDMONT RD,0,1,0,173' north of PENITENCIA CREEK RD & PIEDMONT RD,30,2500,1,7900,34.5,0,30.0,0.15,56,42,49.0
288,2014-12-29,17:50:00.000Z,-121.86270320000001,37.35674946,MCKEE RD,THIRTY FOURTH ST,0,1,1,MCKEE RD & THIRTY FOURTH ST,35,8200,197,17650,36.3,0,32.5,0.23,56,42,49.0
289,2014-12-29,05:28:00.000Z,-121.8866162,37.30919537,ALMA AV,BELMONT WY,0,1,2,165' west of ALMA AV & BELMONT WY,35,2950,29,13200,37.5,0,34.5,0.23,56,42,49.0
290,2015-01-04,19:21:00.000Z,-121.82902800000001,37.34945585,GALAHAD AV,STORY RD,0,1,1,GALAHAD AV & STORY RD,35,8350,140,20900,38.0,0,33.7,0.12,58,42,50.0
291,2015-01-08,21:57:00.000Z,-121.9129416,37.39810799,MONTAGUE EX,OTOOLE AV,0,1,2,MONTAGUE EX & OTOOLE AV,45,10360,58,29400,47.5,0,43.0,0.03,59,43,51.0
292,2015-01-08,12:20:00.000Z,-121.88222379999999,37.3189301,ALMADEN AV,WILLOW ST,0,1,0,ALMADEN AV & WILLOW ST,30,5000,50,7900,33.3,0,30.0,0.03,59,43,51.0
293,2015-01-08,18:03:00.000Z,-121.8701071,37.31257391,MONTEREY RD,SAN JOSE AV,1,0,1,MONTEREY RD & SAN JOSE AV,25,3000,31,6350,30.5,0,27.5,0.03,59,43,51.0
294,2015-01-09,14:06:00.000Z,-121.8354183,37.27002542,ADRAGNA CT,SNELL AV,0,1,2,ADRAGNA CT & SNELL AV,35,1925,9,8700,39.0,0,34.0,0.11,59,44,51.5
295,2015-01-16,20:04:00.000Z,-121.9345733,37.33196972,BASCOM AV,HEDDING ST,0,1,0,150' east of BASCOM AV & HEDDING ST,35,4600,23,7000,38.5,0,35.0,0.07,59,43,51.0
296,2015-01-18,05:52:00.000Z,-121.7915371,37.31397077,ABORN RD,WHITE RD,1,0,1,ABORN RD & WHITE RD,40,10990,71,25800,43.7,0,39.3,0.1,60,43,51.5
297,2015-01-23,18:19:00.000Z,-121.87480020000001,37.245910200000004,ALMADEN EX,VIA MONTE DR,1,0,1,ALMADEN EX & VIA MONTE DR,40,4350,29,21300,44.0,0,40.0,0.1,59,42,50.5
298,2015-01-23,08:11:00.000Z,-121.81826229999999,37.23020317,CURIE DR,LEAN AV,0,1,1,50' east of CURIE DR & LEAN AV,25,2560,5,2200,29.5,0,27.0,0.1,59,42,50.5
299,2015-01-23,16:16:00.000Z,-121.8709064,37.35123659,JULIAN ST,PERUKA PL,0,1,1,JULIAN ST & PERUKA PL,25,1300,199,7600,31.0,0,25.0,0.1,59,42,50.5
300,2015-01-26,12:01:00.000Z,-121.7965916,37.29784078,EDENWOOD DR,YERBA BUENA RD,1,0,1,EDENWOOD DR & YERBA BUENA RD,35,3600,46,22900,39.0,0,34.0,0.11,59,45,52.0
301,2015-01-28,08:08:00.000Z,-121.803269,37.31406757,EVERDALE DR,NIEMAN BL,0,1,1,EVERDALE DR & NIEMAN BL,35,3800,57,8600,39.0,0,35.7,0.06,60,44,52.0
302,2015-01-28,18:51:00.000Z,-121.9705746,37.3082906,OAKMONT PL,WILLIAMS RD,0,1,1,125' east of OAKMONT PL & WILLIAMS RD,30,2600,3,1600,31.0,0,27.0,0.06,60,44,52.0
303,2015-01-31,08:14:00.000Z,-121.97479890000001,37.42597383,FIRST ST,LIBERTY ST,1,0,1,50' east of FIRST ST & LIBERTY ST,35,500,8,7400,39.3,0,35.0,0.09,61,43,52.0
304,2015-02-01,04:58:00.000Z,-121.83640159999999,37.23682918,GERONIMO DR,SANTA TERESA BL,0,1,0,160' east of GERONIMO DR & SANTA TERESA BL,35,4950,22,10200,40.0,0,36.5,0.02,61,43,52.0
305,2015-02-02,15:46:00.000Z,-121.8079642,37.31619611,CAPITOL EX,NIEMAN BL,0,2,0,CAPITOL EX & NIEMAN BL,35,3800,57,8600,39.0,0,35.7,0.12,61,44,52.5
306,2015-02-07,19:55:00.000Z,-121.8778242,37.30742284,ALMADEN EX,SAN JOSE AV,1,0,2,ALMADEN EX & SAN JOSE AV,45,2200,9,13500,48.0,0,44.0,0.11,61,45,53.0
307,2015-02-10,02:15:00.000Z,-121.8636834,37.27465092,CAPITOL EX,GUADALUPE FR,0,1,0,CAPITOL EX & GUADALUPE FR,35,2300,28,12100,39.0,0,35.0,0.12,62,44,53.0
308,2015-02-10,18:05:00.000Z,-121.86998259999999,37.3034615,CIMINO AV,LITTLE ORCHARD ST,0,1,1,235' north of CIMINO AV & LITTLE ORCHARD ST,40,4100,17,9100,39.7,0,36.0,0.12,62,44,53.0
309,2015-02-12,20:48:00.000Z,-121.9052229,37.36153995,FOURTH ST,ROSEMARY ST,0,1,1,1320' north of FOURTH ST & ROSEMARY ST,25,1865,1,1600,25.0,0,22.0,0.15,63,45,54.0
310,2015-02-13,12:03:00.000Z,-121.8006307,37.33555169,TULLY RD,WHITE RD,0,1,0,TULLY RD & WHITE RD,40,4100,47,27400,44.0,0,40.0,0.09,63,46,54.5
311,2015-02-13,20:20:00.000Z,-121.8501331,37.36526377,JACKSON AV,MCKEE RD,0,1,1,356' west of JACKSON AV & MCKEE RD,35,7530,49,15150,38.5,0,35.0,0.09,63,46,54.5
312,2015-02-21,13:46:00.000Z,-121.81431090000002,37.35082276,MT VISTA DR,WHITE RD,1,1,1,75' south of MT VISTA DR & WHITE RD,25,3900,11,1480,34.0,1,25.0,0.12,65,47,56.0
313,2015-02-25,19:54:00.000Z,-121.9011983,37.32420542,ROYAL AV,SAN CARLOS ST,0,1,1,369' west of ROYAL AV & SAN CARLOS ST,35,2180,18,6250,39.0,0,35.0,0.14,64,46,55.0
314,2015-02-28,19:10:00.000Z,-121.82152409999999,37.33995709,LEEWARD DR,OCALA AV,1,1,0,LEEWARD DR & OCALA AV,35,3600,26,20000,38.0,0,34.5,0.04,65,46,55.5
315,2015-02-28,03:13:00.000Z,-121.9046742,37.26794904,HILLSDALE AV,MERIDIAN AV,1,2,0,HILLSDALE AV & MERIDIAN AV,35,4950,36,15700,39.0,0,35.5,0.04,65,46,55.5
316,2015-02-28,00:40:00.000Z,-121.89144109999998,37.36258058,BAYSHORE FR,OAKLAND RD,0,1,0,BAYSHORE FR & OAKLAND RD,35,3200,35,24100,36.0,0,33.0,0.04,65,46,55.5
317,2015-03-01,06:18:00.000Z,-121.78309070000002,37.29283113,HILLSTONE DR,SILVER CREEK VALLEY RD,0,1,0,250' north of HILLSTONE DR & SILVER CREEK VALLEY RD,45,20800,48,15550,50.3,0,45.3,0.08,63,48,55.5
318,2015-03-02,17:46:00.000Z,-121.8289196,37.32030695,ALVIN AV,TULLY RD,0,1,2,ALVIN AV & TULLY RD,30,1550,26,6850,31.0,0,27.0,0.12,64,47,55.5
319,2015-03-07,18:53:00.000Z,-121.9396088,37.27251215,CURTNER AV,JOSEPH AV,1,0,0,128' west of CURTNER AV & JOSEPH AV,35,7500,37,15350,39.7,0,36.7,0.06,65,46,55.5
320,2015-03-13,18:22:00.000Z,-121.94354579999998,37.33769986,MONROE ST,NEWHALL ST,1,1,0,MONROE ST & NEWHALL ST,35,3800,14,6050,36.5,0,33.0,0.14,66,47,56.5
321,2015-03-16,13:45:00.000Z,-121.8343821,37.34883176,CINDERELLA LN,JACKSON AV,0,1,0,CINDERELLA LN & JACKSON AV,35,8350,140,20900,38.0,0,33.7,0.06,67,48,57.5
322,2015-03-19,21:19:00.000Z,-121.84816380000001,37.29043682,LEWIS RD,MONTEREY HW,1,1,1,LEWIS RD & MONTEREY HW,30,3900,23,6250,32.5,0,29.5,0.04,69,49,59.0
323,2015-03-19,08:10:00.000Z,-121.8568419,37.26599359,BRANHAM LN,NARVAEZ AV,0,1,2,BRANHAM LN & NARVAEZ AV,35,3440,8,7900,39.0,0,37.0,0.04,69,49,59.0
324,2015-03-19,21:12:00.000Z,-121.882944,37.36612543,BERRYESSA RD,COMMERCIAL ST,0,1,1,668' east of BERRYESSA RD & COMMERCIAL ST,40,11500,159,40150,43.3,0,39.7,0.04,69,49,59.0
325,2015-03-20,16:46:00.000Z,-121.8771635,37.34254688,FOURTEENTH ST,SANTA CLARA ST,0,1,1,FOURTEENTH ST & SANTA CLARA ST,30,7300,79,12500,34.0,0,30.5,0.12,69,48,58.5
326,2015-03-20,07:16:00.000Z,-121.8901332,37.35098008,JACKSON ST,NINTH ST,1,0,2,JACKSON ST & NINTH ST,25,3940,10,2600,31.0,0,27.0,0.12,69,48,58.5
327,2015-03-24,21:47:00.000Z,-121.90253659999999,37.32139742,AUZERAIS AV,HANNAH ST,0,1,0,60' east of AUZERAIS AV & HANNAH ST,25,5950,34,5250,28.5,0,24.5,0.11,66,47,56.5
328,2015-03-24,19:29:00.000Z,-121.9116848,37.27939844,MERIDIAN AV,MOROCCO DR,0,1,0,110' north of MERIDIAN AV & MOROCCO DR,35,10250,82,17700,39.0,0,35.3,0.11,66,47,56.5
329,2015-03-25,01:29:00.000Z,-121.82590619999999,37.32237618,KING RD,TULLY RD,0,1,0,200' north of KING RD & TULLY RD,35,5400,38,11050,39.3,0,34.7,0.09,66,47,56.5
330,2015-03-28,00:08:00.000Z,-121.83530159999998,37.3451997,DIANA AV,STORY RD,1,0,1,139' east of DIANA AV & STORY RD,35,8200,196,28850,40.5,0,36.5,0.02,70,47,58.5
331,2015-04-06,21:29:00.000Z,-121.9006064,37.38227766,BROKAW RD,RIDDER PARK DR,0,1,0,355' east of BROKAW RD & RIDDER PARK DR,30,2170,3,4400,33.0,0,30.0,0.03,69,49,59.0
332,2015-04-06,08:14:00.000Z,-121.83110049999999,37.265984499999995,BRANHAM LN,SNELL AV,0,1,2,BRANHAM LN & SNELL AV,40,8070,32,19050,43.7,0,40.3,0.03,69,49,59.0
333,2015-04-07,15:20:00.000Z,-121.79929650000001,37.25378451,MONTEREY RD,MONTEREY PLAZA DW,1,0,0,MONTEREY RD & MONTEREY PLAZA DW,45,14200,170,31100,49.7,0,43.7,0.04,69,48,58.5
334,2015-04-08,15:28:00.000Z,-121.8755926,37.36271984,MABURY RD,TAYLOR ST,0,1,0,MABURY RD & TAYLOR ST,40,6650,32,12400,41.5,0,38.0,0.05,69,48,58.5
335,2015-04-09,12:53:00.000Z,-121.9226672,37.24349272,LEIGH AV,LOS GATOS ALMADEN RD,1,0,0,LEIGH AV & LOS GATOS ALMADEN RD,35,5250,12,5900,39.5,0,35.5,0.02,70,47,58.5
336,2015-04-10,09:49:00.000Z,-121.80584250000001,37.26584428,DISCOVERY AV,GREY GHOST AV,0,1,1,DISCOVERY AV & GREY GHOST AV,25,1475,6,2900,28.0,0,24.0,0.01,70,49,59.5
337,2015-04-15,18:45:00.000Z,-121.7989027,37.25723443,BLOSSOM HILL RD,SOUTH VALLEY FR,0,1,1,BLOSSOM HILL RD & SOUTH VALLEY FR,45,14200,170,31100,49.7,0,43.7,0.02,70,49,59.5
338,2015-04-15,21:45:00.000Z,-121.86545100000001,37.39128671,CAPITOL AV,SIERRA RD,2,0,0,315' south of CAPITOL AV & SIERRA RD,35,5800,27,13150,39.7,0,35.3,0.02,70,49,59.5
339,2015-04-17,15:08:00.000Z,-121.8430265,37.37008225,CAPITOL AV,MCKEE RD,0,2,0,CAPITOL AV & MCKEE RD,35,18700,76,21150,40.0,0,36.0,0.05,68,50,59.0
340,2015-04-18,13:49:00.000Z,-121.93204640000002,37.3278105,BASCOM AV,NAGLEE AV,0,1,1,150' east of BASCOM AV & NAGLEE AV,35,5040,19,11900,38.0,0,34.5,0.05,70,49,59.5
341,2015-04-20,10:38:00.000Z,-121.8722208,37.37104422,COMMODORE DR,KING RD,0,1,2,COMMODORE DR & KING RD,40,6650,32,12400,41.5,0,38.0,0.06,71,51,61.0
342,2015-04-23,21:04:00.000Z,-121.8273548,37.32136911,SEACLIFF WY,TULLY RD,1,0,1,SEACLIFF WY & TULLY RD,35,6000,15,6250,39.5,0,35.0,0.06,71,51,61.0
343,2015-04-26,18:42:00.000Z,-122.02767720000001,37.31116701,BOLLINGER RD,WINDSOR ST,0,1,2,BOLLINGER RD & WINDSOR ST,35,5650,18,15700,40.0,0,36.5,0.0,73,50,61.5
344,2015-04-29,11:53:00.000Z,-121.8605739,37.38656307,BERRYESSA RD,CAPITOL AV,0,1,0,171' east of BERRYESSA RD & CAPITOL AV,35,5800,27,13150,39.7,0,35.3,0.05,73,51,62.0
345,2015-05-05,10:17:00.000Z,-121.91298789999999,37.23626469,BLOSSOM HILL RD,HARWOOD RD,0,1,1,BLOSSOM HILL RD & HARWOOD RD,25,5000,6,3100,31.0,0,28.3,0.03,74,51,62.5
346,2015-05-08,08:30:00.000Z,-121.88852299999999,37.34112113,FIFTH ST,ST JAMES ST,0,1,1,FIFTH ST & ST JAMES ST,25,800,12,5100,34.0,1,25.0,0.01,74,52,63.0
347,2015-05-10,00:36:00.000Z,-121.86624209999998,37.25457948,THORNWOOD DR,WINFIELD BL,0,1,0,THORNWOOD DR & WINFIELD BL,35,2300,11,13300,39.0,0,36.0,0.01,74,51,62.5
348,2015-05-19,19:19:00.000Z,-121.87348600000001,37.229291100000005,MOSS OAK WY,REDMOND AV,0,2,0,MOSS OAK WY & REDMOND AV,35,12400,17,4100,39.0,0,35.0,0.01,76,53,64.5
349,2015-05-21,16:39:00.000Z,-121.83484979999999,37.34550534,KARL ST,STORY RD,0,1,1,170' west of KARL ST & STORY RD,35,8200,196,28850,40.5,0,36.5,0.02,76,53,64.5
350,2015-05-21,16:41:00.000Z,-121.84601470000001,37.39778209,PIEDMONT RD,ROCKPORT AV,1,0,0,PIEDMONT RD & ROCKPORT AV,35,6000,8,1500,37.0,0,33.0,0.02,76,53,64.5
351,2015-05-27,18:04:00.000Z,-121.98292109999998,37.29967699,CLARENDON DR,SARATOGA AV,1,0,0,CLARENDON DR & SARATOGA AV,35,9300,20,11050,39.0,0,35.0,0.06,75,55,65.0
352,2015-05-29,21:06:00.000Z,-121.89057890000001,37.33617248,FIRST ST,SANTA CLARA ST,0,1,1,FIRST ST & SANTA CLARA ST,20,3250,33,4300,21.5,0,19.5,0.01,76,54,65.0
353,2015-06-03,12:44:00.000Z,-121.8954227,37.23155338,ALMADEN VALLEY DR,COLEMAN RD,0,1,0,555' east of ALMADEN VALLEY DR & COLEMAN RD,35,12400,17,4100,39.0,0,35.0,0.01,77,55,66.0
354,2015-06-04,17:24:00.000Z,-121.8510548,37.25972667,CHYNOWETH AV,HYDE PARK DR,0,1,2,CHYNOWETH AV & HYDE PARK DR,30,2400,9,2860,37.0,1,30.0,0.01,77,55,66.0
355,2015-06-06,07:23:00.000Z,-121.8270195,37.35083834,CAPITOL EX,STORY RD,1,0,1,CAPITOL EX & STORY RD,35,8200,196,28850,40.5,0,36.5,0.01,76,55,65.5
356,2015-06-08,15:10:00.000Z,-121.8970511,37.35059615,FOURTH ST,TAYLOR ST,0,1,0,FOURTH ST & TAYLOR ST,25,1865,1,1600,25.0,0,22.0,0.01,78,54,66.0
357,2015-06-08,06:47:00.000Z,-121.76323899999998,37.22207853,CHELTENHAM WY,SANTA TERESA BL,1,0,0,CHELTENHAM WY & SANTA TERESA BL,45,5300,13,11650,48.3,0,43.7,0.01,78,54,66.0
358,2015-06-10,15:52:00.000Z,-121.77938780000001,37.27664891,HAWKSTONE WY,SILVER CREEK VALLEY RD,0,1,0,2590' south of HAWKSTONE WY & SILVER CREEK VALLEY RD,35,2000,0,1250,39.0,0,34.0,0.0,78,56,67.0
359,2015-06-17,23:00:00.000Z,-121.8306122,37.34838405,LEEWARD DR,STORY RD,0,1,0,170' west of LEEWARD DR & STORY RD,35,8350,140,20900,38.0,0,33.7,0.0,81,56,68.5
360,2015-06-17,20:37:00.000Z,-121.9218489,37.30669061,LEIGH AV,SOUTHWEST EX,0,2,0,LEIGH AV & SOUTHWEST EX,40,2700,27,24400,45.0,0,41.0,0.0,81,56,68.5
361,2015-06-18,23:17:00.000Z,-121.9112409,37.36971462,FOURTH ST,OLD BAYSHORE HW,0,1,0,FOURTH ST & OLD BAYSHORE HW,40,4450,12,6150,42.0,0,36.0,0.0,80,56,68.0
362,2015-06-19,04:05:00.000Z,-121.8465874,37.2658688,BRANHAM LN,VISTAPARK DR,0,2,0,BRANHAM LN & VISTAPARK DR,35,3350,24,8250,40.0,0,35.0,0.0,81,57,69.0
363,2015-06-20,19:37:00.000Z,-121.8387007,37.36578133,CAPITOL AV,MADDEN AV,1,1,0,CAPITOL AV & MADDEN AV,35,3054,30,29000,41.0,0,36.0,0.0,81,56,68.5
364,2015-06-21,06:18:00.000Z,-121.8343821,37.34883176,CINDERELLA LN,JACKSON AV,0,1,0,CINDERELLA LN & JACKSON AV,35,8350,140,20900,38.0,0,33.7,0.0,81,56,68.5
365,2015-06-28,20:47:00.000Z,-121.8308334,37.2910942,CARPENTIER WY,SENTER RD,0,1,1,385' west of CARPENTIER WY & SENTER RD,25,2100,8,2550,29.5,0,26.0,0.0,81,58,69.5
366,2015-07-01,10:30:00.000Z,-121.9205282,37.36404438,AIRPORT BL,TERMINAL DR,1,0,0,AIRPORT BL & TERMINAL DR,35,4200,7,16000,39.0,0,36.0,0.0,83,58,70.5
367,2015-07-05,00:51:00.000Z,-121.87647720000001,37.31913698,HUMBOLDT ST,SECOND ST,0,2,0,60' south of HUMBOLDT ST & SECOND ST,35,8034,36,13500,38.5,0,35.5,0.0,82,57,69.5
368,2015-07-07,05:52:00.000Z,-121.97733500000001,37.31141364,MANZANITA DR,SARATOGA AV,1,0,0,67' south of MANZANITA DR & SARATOGA AV,30,3100,8,2600,32.0,0,29.0,0.0,83,57,70.0
369,2015-07-08,12:17:00.000Z,-121.90848570000001,37.34405637,SPRING ST,TAYLOR ST,0,1,0,SPRING ST & TAYLOR ST,35,1900,36,27500,39.0,0,36.0,0.0,84,57,70.5
370,2015-07-10,10:46:00.000Z,-121.78108519999999,37.32208738,PINEGATE WY,RUBY AV,1,1,0,275' north of PINEGATE WY & RUBY AV,35,9000,37,7050,41.3,0,36.0,0.0,83,58,70.5
371,2015-07-14,23:43:00.000Z,-121.91657839999999,37.25809167,CAMDEN AV,NELSON WY,0,1,0,CAMDEN AV & NELSON WY,40,2350,20,19700,41.5,0,37.5,0.0,85,59,72.0
372,2015-07-18,23:03:00.000Z,-121.8123554,37.34336487,OCALA AV,RIDGEMONT DR,0,1,1,320' west of OCALA AV & RIDGEMONT DR,35,3600,26,20000,38.0,0,34.5,0.0,83,59,71.0
373,2015-07-18,20:06:00.000Z,-121.83085659999999,37.35530335,CAPITOL AV,CAPITOL EX,0,1,0,CAPITOL AV & CAPITOL EX,35,6500,66,23300,39.7,0,35.3,0.0,83,59,71.0
374,2015-07-25,17:23:00.000Z,-121.82682659999999,37.36453964,ROSE AV,WHITE RD,0,1,0,ROSE AV & WHITE RD,30,2400,11,3500,36.0,0,30.0,0.0,82,59,70.5
375,2015-07-25,17:42:00.000Z,-121.880191,37.31620135,ALMADEN AV,HUMBOLDT ST,0,1,2,185' north of ALMADEN AV & HUMBOLDT ST,30,5000,50,7900,33.3,0,30.0,0.0,82,59,70.5
376,2015-07-27,12:07:00.000Z,-121.9838495,37.32311997,RICHFIELD DR,STEVENS CREEK BL,0,1,0,226' west of RICHFIELD DR & STEVENS CREEK BL,30,3000,44,15000,37.0,0,32.0,0.0,82,58,70.0
377,2015-08-02,22:09:00.000Z,-121.8200604,37.284409499999995,HELLYER AV,RIDGEBROOK WY,1,0,1,60' west of HELLYER AV & RIDGEBROOK WY,35,3100,20,6100,37.0,0,34.0,0.0,82,59,70.5
378,2015-08-05,00:12:00.000Z,-121.87669209999999,37.26298958,ALMADEN EX,BRANHAM LN,0,1,1,ALMADEN EX & BRANHAM LN,40,5290,19,21000,43.0,0,40.3,0.0,82,58,70.0
379,2015-08-06,06:56:00.000Z,-121.83459640000001,37.25117468,BLOSSOM HILL RD,WEST VALLEY FR,0,1,2,BLOSSOM HILL RD & WEST VALLEY FR,40,10800,188,37000,47.0,0,42.5,0.0,83,59,71.0
